|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
168|39|30+ days ago|B.Tech/B.E. in Computers, B.Sc in Computers, BCA in Computers|2 - 4 years|"Job description
Job overview:
We are looking for a great developers who are proficient with modern technologies and is motivated to be a part of the team which delivers a ubiquitous learning platform product. Our project entails implementing our pre-approved UI, constructing our API, connecting the two, and executing both front-end and back-end development. This includes all associated areas such as database and architecture design. You will need to have in-depth knowledge of managing the interchange of data between the server and the users. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality products are important.

As a frontend developer, your main activities/tasks will be
Developing new user-facing features using ReactJS
Building reusable components and front-end libraries for future use
Translating designs and wireframes into high-quality code
Optimizing components for maximum performance across a vast array of web-capable devices and browsers
Ensure the technical feasibility of UI/UX designs
Optimize application for maximum speed and scalability
Assure that all user input is validated before submitting to the back-end
Collaborate with other team members and stakeholders

As a backend developer, your main activities/tasks will be
Translate application storyboards and use cases into functional applications
Design, build and maintain efficient, reusable, and reliable code
Integrate data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Ensure the best possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, and devise solutions to mitigate and address these issues
Help maintain code quality, organization, and automatization
Integration of user-facing elements developed by a front-end developer with server-side logic
Building reusable code and libraries for future use
Optimization of the application for maximum speed and scalability
Implementation of security and data protection
Design and implementation of data storage solutions

As a full-stack developer, your main activities and tasks will be covering that of frontend and backend developer tasks.

Job Requirements
As a frontend and full-stack developer, the required knowledge and skills will be
Thorough understanding of ReactJS and its core principles
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Proficient understanding of web markup, including HTML5, Material UI, Bootstrap 4
Good understanding of asynchronous request handling, partial page updates, and AJAX
Familiarity with RESTful APIs and knowledge of modern authorization mechanisms, such as JSON Web Token
Ability to understand business requirements and translate them into technical requirements
A knack for benchmarking and optimization and proficient understanding of cross-browser compatibility issues and ways to work around them.
Proficient understanding of code versioning tool Git
Experience with common front-end development tools such as Babel, Webpack, NPM, etc.
Proficient understanding of routing and a good understanding of SEO principles and ensuring that application will adhere to them.
Familiarity with modern front-end build pipelines and tools
Familiarity with Next JS Framework, Angular JS.

As a backend and full-stack developer, the required knowledge and skills will be
Strong knowledge of .NET Core, experience, and knowledge of the ABP framework will be an advantage.
Strong understanding of object-oriented programming and proficient in C#, with a good knowledge of their ecosystems.
Familiarity with .NET MVC patterns.
Skill for writing reusable libraries and familiar with various design and architectural patterns
Experience creating database schemas that represent and support business processes
Familiarity with Mongo DB and relational databases such as SQL Server and MySQL
A knack for writing clean, readable, and easily maintainable code
Understanding of fundamental design principles for building a scalable application
Proficient understanding of Git
Understanding of OWASP security principles
Understanding of session management in a distributed server environment
Basic understanding of front-end technologies and platforms, such as JavaScript, HTML5, and CSS3
A good understanding of server-side CSS pre-processors, such as LESS and SASS will be an advantage

For all roles, the following skills and experience will be an added advantage
Knowledge of CI/CD practices
Knowledge of Docker and/or Kubernetes
Knowledge of AWS, SaaS, and Cloud
Knowledge of Typescript
Experience with Test Driven Development will be an advantage
Experience with popular web application frameworks

Personality requirements
Resourceful and able to work independently
Able to work under a tight timeline
Able to multitask
Self-motivated to be updated on latest practices
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers, B.Sc in Computers, BCA in Computers
PG :MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Computers
Key Skills
Angularjsnext jsCSSWeb TechnologiesHTMLASP.Net MVCMS SQLjQueryTypescriptMySQLC#.NetJavascriptBootstrapASP.NetAsp.Net CoreMongoDBReact.Js"|['Angularjs', 'next js', 'CSS', 'Web Technologies', 'HTML', 'ASP.Net MVC', 'MS SQL', 'jQuery', 'MySQL', 'C#.Net', 'Javascript', 'Bootstrap', 'ASP.Net', 'MongoDB', 'React.Js']|Software Developer- Full-stack developer/Frontend/Backend|Not Disclosed|5|MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Computers|
169|386|30+ days ago|Any Graduate|5 - 10 years|"Job description
Dear Candidates

We have a Immediate requirement of Mainframe Developer for one of our Client at Pune / Hyderabad Location.

Summary
Location: Pune / Hyderabad
Experience: 5+  years experience level is required.
Position:  Mainframe Developer
Immediate joiners preferred within 15 days joiners acceptable.

JD for Mainframe Developer:

5+ yrs of experience on Mainframes
Expertise in Mainframes technology which include COBOL, JCL, VSAM and exposure to CICS, and tools like TWS, Changeman, Endeavor and file-Manager etc.
Good verbal written communication skills.
Existing code analysis, Design/redesign, Coding & unit testing.
Performance tuning to reduce CPU consumption by Mainframe.
Must have a sense of ownership in handling project and technical issues and able to provide effective and timely resolution.
Knowledge on Agile tools, ServiceNow
Must work independently
Knowledge on Vision plus this is difficult to get, we can discount this skill for now.

Regards
Naveen Kumar N
Mail id: naveen_k@Trigent.com
Contact no: 9108228912 (Call between 9:30 Am to 6:30 Pm on Weekdays only)
RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
VSAMPerformance tuningChangemanFile ManagerMainframesTWSJCLservicenowCicsVisionCobolAgileMainframe DeveloperEndevor"|['VSAM', 'Performance tuning', 'Changeman', 'File Manager', 'Mainframes', 'TWS', 'JCL', 'servicenow', 'Cics', 'Vision', 'Cobol', 'Agile', 'Endevor']|Mainframe Developer|Not Disclosed|||
170|131|30+ days ago|Any Graduate|10 - 20 years|"Job description
Hi Candidate,

Need RPA solution architect for Mastek Mumbai
If interested forward resume on riddhi.desai@mastek.com with below details

Total experience:
Rel RPA architect exp:
Current CTC
Exp CTC
NP
Qualification full time

Skills Required (Desired)

solution Design and identify components
In charge of the workflow of the technical solutions
Owner of the Development Specifications
Code review and guidance to the team
Guardian of best practices for the automation
Knowledge base management
Reusable components library custodian
Proactive in solving problems for the development team


Regards,
Riddhi Desai
riddhi.desai@mastek.com
RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
solution architectRPA architectDesign patternRPA architectureui path"|['solution architect', 'Design pattern']|RPA architect Mumbai|₹ 12,00,000 - 22,00,000 P.A.|||
171|566|30+ days ago||10 - 15 years|"Job description
Head HR & Admin (HR Generalist) Role for Greenfield Project.

Required Candidate profile
We are looking for the HR, who has taking care of Payroll, Statutory, Legal Compliances, GOVT Audit Handling, TNPCB, Recruitment, Time Office Management. And should have exposure in Labour Handling.
RoleHR Manager
Industry TypePackaging & Containers
Functional AreaHR, Recruitment, Administration, IR
Employment TypeFull Time, Permanent
Role CategoryHR/ Recruitment / IR
Education
PG :MBA/PGDM in Any Specialization
Key Skills
Green Field ProjectsStatutory ComplianceLegal ComplianceGeneral AdministrationRecruitment"|['Green Field Projects', 'Statutory Compliance', 'Legal Compliance', 'General Administration', 'Recruitment']|Head HR & Administration|₹ 5,50,000 - 7,00,000 P.A.||MBA/PGDM in Any Specialization|
172|49|30+ days ago|Any Graduate|1 - 5 years|"Job description
Job Title: Service Executive / Sr. Service Executive / Service Specialist
CONTACT PERSON Richa Jain- 9685804425 whatsapp your Resume

Graduate with 6 Months plus outbound telesales Experience needed

Perks and Benefits:
On time salary every month of 30th
Attendance incentive & sales incentive.
PF, ESIC & mediclaim facilities.
Every year salary increment & promotion.
Leaves benefits.
Learning & development continuous training facilities.

Role Overview:
The Telesales & Service Associate of Bharat Matrimony sells paid memberships over phone to clients who are looking for matrimony alliances. The job is to reach out to various customers over phone, explain them the product & features and deliver value to the customers.

Key Responsibilities
Responsible for making outbound calls and regular follow up on leads assigned.
Build a strong relationship / trust with customers by understanding the customer requirements and suggesting the right product to the Customers.
Selling Membership over the phone and achieve the targeted sales numbers & value, set quality parameters
Explaining the product features in detail and how to use the packages.
Understand the Customer requirements, encourage them to upgrade / renew the matrimony packages.
Address all the issues / grievances of customers and provide the right customer experience.
Capture the insights from customer interactions and share it with the internal team.
Strictly adhere to the process requirements

Skill and Competencies required:
Functional
Business Knowledge Process Knowledge
Product Knowledge
Customer Orientation
Language skills English / Regional language
Telemarketing / Selling Skills
Basic computer skills MS Excel, Word
Behavioral
Values Integrity / Honesty / Respect
Communication Oral & Written skills / Listening
Executive Presence
Business / Telephone Etiquette
Influencing Skills
Empathy
Self-driven / Initiative
Ability to manage stress
Willingness to learn

CONTACT PERSON Richa Jain - 9685804425 whatsapp your Resume

RoleTelecalling/Telemarketing Executive
Industry TypeBPO / Call Centre
Functional AreaITES, BPO, KPO, LPO, Customer Service, Operations
Employment TypeFull Time, Permanent
Role CategoryVoice
Education
UG :Any Graduate
Key Skills
BPOSalesOutbound SalesTelecallingInside SalesDomestic CallingVoice ProcessOutbound Process"|['BPO', 'Sales', 'Outbound Sales', 'Telecalling', 'Inside Sales', 'Domestic Calling', 'Voice Process', 'Outbound Process']|Bharat Matrimony is Hiring For Telesales Pune Camp Road|₹ 1,25,000 - 1,75,000 P.A.|20||
173|36|30+ days ago|Any Graduate|3 - 6 years|"Job description
Urgently hiring for one of our client which is into luxury vacations for discerning travellers which offers high-end luxury homestays across holiday destinations in India and South-East Asia. The company focuses on offering the most unique, local and curated hospitality experiences to its customers while they are on vacation by not only delivering a beautiful home in a stunning location but also managing the entire stay with the help of their well trained and widely connected Team.

Job Description:


Designation: Full Stack Developer

Location: Mumbai/ Goa ( All over can apply as its remote working)

Exp: 3yrs+

Position: 3

Salary: upto 15 Lacs P/A Depend upon the Interview & Current CTC

Responsibilities
Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective and optimized APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Work with data scientists and analysts to improve software


Skills :
Web fundamentals like HTML, JavaScript, AJAX, and CSS
JavaScript frameworks like React, Angular JS, or Ember, or JS-based build tools like Grunt, Gulp, and Bower
Front-end (CSS) frameworks like Foundation or Bootstrap
API design and development
Database technologies like MySQL, Oracle, PostgreSQL, and MongoDB
RESTful Services
Web server technologies like Node.js, J2EE, Apache, Nginx, ISS, etc.
Ability to provide deliverables within a specified deadline with a quality bar
Excellent communication skills, both written and verbal
Highly motivated, self-driven, self-learner

Experience :
3+ years in backend development
2+ years in frontend technologies

Qualifications
Bachelors or master degree in computer science or related degree from a reputed institute
Diploma or online courses on related technologies is a plus



If interested and have relevant experience kindly share the updated resume on karuna.singh@randstad.in or call on below number


Regards,
Karuna Singh
7972705849






RoleFull Stack Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryNot mentioned
Education
UG :Any Graduate
Key Skills
InterviewingMySQLNode.JsJ2EeApachePostgresqlOracleNginxMongoDBISS"|[]|Full Stack Developer|₹ 5,00,000 - 11,00,000 P.A.|||
174|69|30+ days ago|Any Graduate|3 - 8 years|"Job description
Dear Candidates,

Urgent Opening for Backend developer for one of our client which is into luxury vacations for discerning travelers which offers high-end luxury homestays across holiday destinations in India and South-East Asia.

Job Description:

Designation: Backend Developer

Exp: Minimum 3yrs & above

Location: Preferred Mumbai/ Goa ( All over can also apply as its remote working)

Salary: Upto 15 Lacs P/A Depend upon current CTC drawn & Interview.

Position: 3

Responsibilities
Develop and maintain backend libraries/codebase and database
Build a modular and robust backend system that can communicate with multiple front-end applications
Work closely with the product manager, designer & development team to collaborate to develop the best in class web/mobile applications
Optimise APIs, database queries and other relevant components for quick response of the application
Design a scalable structure that encompasses all the pillars for OOP
Evaluate competitive and innovative products and design approaches to identify best practices and encourage innovation Skills

Skills:
Hands on experience on at least one modern scripting language: Ruby/Python/NodeJS
Hands on experience on MVC frameworks such as Rails/Django/Express or similar
Knowledge in CI/CD tools like Jenkins/Gitlab or similar
Strong SQL skills, familiarity with PostgreSQL a plus
Ability to code server side applications with principles of atomicity and code reusability Basic understanding of AWS
Good knowledge of using Git version control system and deployment via Git
Strong *nix skills
Experience with Kubernetes, NewRelic is a plus Experience

Experience:
3+ years in backend development in a product company working on high availability and load applications in a distributed environment


Qualifications
Bachelors or master degree in computer science or related degree from a reputed institute
Diploma or online courses on related backend technologies is a plus



If interested and have relevant experience kindly share the resume on karuna.singh@randstad.in

Regards,
Karuna Singh
7972705849




Rolebackend developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryNot mentioned
Education
UG :Any Graduate
Key Skills
PythonDjangoSQLGITRubyPostgresqlAWSKubernetesJenkinsGitlab"|[]|Backend Developer|₹ 5,00,000 - 11,00,000 P.A.|||
175|117|30+ days ago||4 - 8 years|"Job description
Recruitment - up to trainees
Joining formalities
Facilitating induction / orientation programs
Time office management - both on-roll and contract workers
Opening bank account for new joinees
Maintenance of personal files of all the employees

Required Candidate profile
Local Candidates are mostly preferred
Must know Kannada Language
Only Male Candidate can Apply
RoleHR Executive
Industry TypeIndustrial Equipment / Machinery
Functional AreaHR, Recruitment, Administration, IR
Employment TypeFull Time, Permanent
Role CategoryHR/ Recruitment / IR
Education
PG :MBA/PGDM in Any Specialization
Key Skills
EmploymentHR ActivitiesHR
Office AdministrationHiringAdminHR & AdminAttendance ManagementSalary ProcessingJunior Officer
Skills highlighted with ‘‘ are preferred keyskills"|['Employment', 'HR Activities', 'HR', 'Office Administration', 'Hiring', 'Admin', 'HR & Admin', 'Attendance Management', 'Salary Processing']|Junior Officer - HR & Admin|Not Disclosed|2|MBA/PGDM in Any Specialization|
176|Less than 10|8 days ago|B.Tech/B.E. in Any Specialization|8 - 13 years|"Job description
Top2 Semiconductor Organization in the world
Senior IP Design Logic Design
Location: Bangalore
Job Description: 
Performs logic design, Register Transfer Level (RTL) coding, and simulation to generate cell libraries, functional units, and subsystems for inclusion in full chip designs. Participates in the development of Architecture and Microarchitecture specifications for the Logic components. Provides IP integration support to SoC customers and represents RTL team.
Implement RTL in System Verilog, validating the design, synthesizing the design and closing timing. Work on high-level understanding of the architecture through to the details of timing Contribute to specifications at multiple levels, including the HAS and MAS (microarchitecture spec) Willing to balance design trade-offs with modularity, scalability, DFX requirements, power, area, and performance.
Qualifications:
Master of Science (or a Master of Technology) degree in Electrical Engineering with more than eight years of relevant industry experience or a Bachelor of Science (Bachelor of Technology) degree in Electrical Engineering with more than ten years of relevant industry experience.
Expertise in microarchitecture, design, development and integration of design blocks (IP) for system-on-chip (SoC) components. Knowledge of Power management is preferred. Experience with formal apps would be good. Expertise in verilog and system verilog based logic design. Expertise in verilog and system verilog based logic design.Experience in synthesis flow and timing closure, CDC, FEV. Knowledge of Python, Perl is a must. Knowledge of considerations for performance, power and cost optimization is desirable. Knowledge of formal property verification using Jasper is preferred. Demonstrate excellent Self-motivation, communication, strong problem solving and teamwork skills. Set aggressive goals and meet/beat the commitments.
Flexible enough to work in a dynamic environment and multitask seamlessly. Ability to work independently and in a team. Knowledge in IPs like I2C, I3C, SPI, UART etc. is preferred.
Job Type:
Business group:
IP Engineering Group leadership products and power our customer's silicon. We want to attract & retain talent who get joy in building high quality IP and share our core belief that IP is fundamental to transforming our silicon design process. guiding principles will be ensuring Quality (Zero Bugs), Customer Obsession (Delight our Customers) and structured Problem Solving. We are a fearless organization transforming IP development.
Contact: Uday Bhaskar
 Mulya Technologies
 ""Mining the Knowledge Community""
Email id : muday_bhaskar@yahoo.com
RoleTeam Lead/Technical Lead
Industry TypeElectronic Components / Semiconductors
Functional AreaIT Software - Embedded, EDA, VLSI, ASIC, Chip Design
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization
Key Skills
synthesisCdcipspiLogic DesignjasperTiming ClosurefevVerilogpower managementi3cuarti2cSystem Verilog"|['synthesis', 'Cdc', 'ip', 'spi', 'Logic Design', 'jasper', 'Timing Closure', 'Verilog', 'power management', 'uart', 'i2c', 'System Verilog']|Senior IP Design Logic Design|Not Disclosed||MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization|
177|19|30+ days ago|B.Tech/B.E. in Computers|2 - 5 years|"Job description
Requires Software Developers and Architects with 2 to 5 years experience and well versed in software product development using ASP.net, C#, Java Script, CSS, MS SQL Server 2008, RDLC Reports, Ajax, etc. Should also have handled customized projects independently and interacted with customers.
Work Experience : Min 2 years?
Key Skills : ASP.net, C#, Java Script, CSS, MS SQL Server 2008, RDLC Reports, Ajax?
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
reportsservercssdevelopmentsoftwareajaxsqljavaasp net cjava scriptsoftware product developmentms sql server 2008rdlcsoftware developer"|['reports', 'server', 'css', 'development', 'software', 'ajax', 'sql', 'java', 'java script', 'software product development', 'software developer']|ASP.NET Software Developer|Not Disclosed|1|Post Graduation Not Required|
178|127|30+ days ago|Any Graduate|3 - 7 years|"Job description
Location: Remote
Skills: Java, Spring Boot, Groovy

Roles and Responsibilities
Contribute to the design and development of application features
Document, organize, and prioritize feature requests and bug reports
Review, test, debug, and comment on task deliverables
Provide operational application support
Mentor junior engineers
Investigate new technologies, tools and processes and make recommendations for adoption
Coordinate, communicate and provide technical support to other functional groups relating to web application development and support

Desired Candidate Profile
Three to six years or more of applied experience coding in Java
Three to six years or more of applied experience working in a *NIX (OSX/Linux/BSD) environment
Strong understanding of HTTP REST based web application architecture
Strong skills in debugging, performance optimization, and unit / integration testing.
Ability to identify customer needs, gather requirements, and execute with high independence


RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
JavaMavenTomcatgroovyJBossWeb Application DevelopmentSpring BootGradle"|['Java', 'Maven', 'Tomcat', 'groovy', 'JBoss', 'Web Application Development', 'Spring Boot', 'Gradle']|Java Developer|Not Disclosed|||
179|Less than 10|30+ days ago|B.Tech/B.E. in Computers|2 - 7 years|"Job description
Like 673

Navigation

Services

Domain Web Hosting

Business / Industrial Website

School College Website

Hospital Clinic Website

Hotel Travel Website

Architecture Interior Website

Association Society Website

Shopping Cart Website

Startup New Idea Website

Website Redesign Revamp

Web Design Development

Web Applications / Online Software

Mobile App Development

Search Engine Optimization

Google Facebook Advertising

SSL Certificates

Google Local Listing Service

Google My Business Review

Discuss Your Needs

About Us

Portfolio

Clients

Testimonials

Career

Projects Overtake

Contact Us

Home

Name (required)

Email (required)

Mobile

Cv (required)

Message

Facebook Like 673

Current Openings:
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
Web technologiesArchitectureDesign developmentWeb hostingWeb designingSSLAdvertisingSearch engine optimization"|['Web technologies', 'Architecture', 'Design development', 'Web hosting', 'Web designing', 'SSL', 'Advertising', 'Search engine optimization']|Web Applications / Online Software|Not Disclosed|1|M.Tech in Computers|
180|89|30+ days ago|B.Tech/B.E. in Computers|5 - 10 years|"Job description
2 . 5 to 3 . 5 years January 18, 2017 TravelMint- Automated software for travel industry No results found.

Desired Experience 2.5 to 3.5 years Job Description Should have Strong Testing Concept and experience in Manual Testing.

Should have experience in creating Test Plan, Test Cases, Test Strategies Defect management.

Familiar with Database SQL Testing.

Experience in Testing on Windows / Web based application.

Good exposure to STLC and SDLC.

Experience on automation tools like QTP, Load Runner will be added advantage.

Experience on Travel domain will be added advantage.

Excellent communication and customer interfacing skills.

Experience with gathering requirement from client and implementation.

Provides authoritative advice and guidance to colleagues on any aspect of Testing, including training for testers, clients and other developers where appropriate.

Takes responsibility for all phases of testing and the management of the Testing activities within a development project.

Estimate plan the capacity / resources needed to achieve project goals.

Identify and manage project dependencies and critical path.

Plan and schedule project timelines and milestones.

Immediate joining preferred.

Apply For Job Enter image text 24/7 in your service 124- 406- 3484

About travelmint Software TravelMint solution has come into limelight as one of the finest Travel Solution in Indian Subcontinent. It is a world class solution that automates the core operations of each kind of travel agencies either inbound travel companies, DMCs, FTOs, outbound domestic agents or ground handling agents.

RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
OutboundManual testingServiceSoftwareWindowsTest casesQTPSDLCGround handlingTesting"|['Outbound', 'Manual testing', 'Service', 'Software', 'Windows', 'Test cases', 'QTP', 'SDLC', 'Ground handling', 'Testing']|Software Tester|Not Disclosed|1|M.Tech in Computers|
181|14|30+ days ago|B.Tech/B.E. in Computers|3 - 6 years|"Job description
Jr. Software Developer Jr. Software Developer Junior Developers are responsible for honing and advancing their craft as software engineers. Their job is to pair with leads, architects and other team members. Junior Developers should try to gain as much exposure and understanding as possible to all layers of the stack, programming paradigms and practices.

Your email address
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :M.Tech in Computers
Key Skills
assembly languageCsoftwareHTMLSQLSix SigmaPMPJavaScriptReal Time Operating Systems.NETdeveloperOracleemailprogrammingPython"|['assembly language', 'C', 'software', 'HTML', 'SQL', 'Six Sigma', 'PMP', 'JavaScript', '.NET', 'developer', 'Oracle', 'email', 'programming', 'Python']|Jr. Software Developer|Not Disclosed|1|M.Tech in Computers|
182|20|5 days ago|Any Graduate|6 - 10 years|"Job description
Ability to build SAP MDM application in NetWeaver Portal using Java Web Dynpro
Experience in development of SAP Webdynpro Java application in SAP netwear CE Portal.
Good hands-on experience in SAP netwear BPM.
Good hands on experience in NWDS and NWDI.
Experience on working with MDM Java APIs, Experience working with SAP MDM 7.1 API

We expect you to have?
6 years of IT experience
Leading a team, help and mentor the team members, resolving issues, timely inputs to stakeholders
Good experience in application development and management, continuous services
Continuous service support for customer to resolve issues, tickets within SLA
Thorough understanding of ITIL and ITSM tools
Experience in application management
Experience from IT support and IT maintenance processes
Good verbal & written communication skills
Analytical thinking & Problem-solving attitude

As a person you are?
Team player
Having Customer first attitude
Flexible
Keen on developing existing competences as well as learn new ones

We offer
Opportunity to work in a big program, getting visibility of all business processes and functions
Challenging work environment, with focus on growing the business while ensuring continuity and quality of existing deliveries
New areas of learning and development
Co-operative team
RoleERP Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
Key Skills
Application DevelopmentSAP EPDevelopment ManagementWeb TechnologiesConsultingWebDynPro JAVANWDINWDSBpmSAP MDM"|['Application Development', 'SAP EP', 'Development Management', 'Web Technologies', 'Consulting', 'WebDynPro JAVA', 'NWDI', 'NWDS', 'Bpm', 'SAP MDM']|SAP EP MDM Portal Consultant|Not Disclosed|||
183|Less than 10|5 days ago|B.Tech/B.E. in Any Specialization|8 - 13 years|"Job description
Facilitate technical discussions with customers and technical team members as needed through all phases of customer engagements.
Provide domain expertise around public cloud and enterprise data-centre technologies.
Create and deliver best practice recommendations, tutorials, sample code, and presentations to technical and stack holders.
Required Experience, Skills and Qualifications:
We are looking for an energetic and self-driven professional with following technical competencies -
Atleast 3 years of experience with cloud computing.
Knowledge of tools like Docker, Jenkins, Kubeflow, and Kubernetes for automating workflow and managing the configuration of deployed workloads is must.
High level of proficiency with DW on cloud (e.g., Snowflake, Redshift, and Azure Synapse) and Cloud environments (e.g., AWS, Azure) is encouraged.
Understanding of the continuous integration/deployment, security, networking, and cloud-based delivery models
Good to have Understanding Cloudera and or Hortonworks stack (Spark, Installation and configuration, Navigator, Oozie, Ranger etc.)
Experience working with Google cloud is added advantage. Google Professional Cloud Architect Certification is a plus.Roles and Responsibilities


Desired Candidate Profile -Early Joiners are highly desirable.
Atleast 3 years of experience with cloud computing.
Knowledge of tools like Docker, Jenkins, Kubeflow, and Kubernetes for automating workflow and managing the configuration of deployed workloads is must.
High level of proficiency with DW on cloud (e.g., Snowflake, Redshift, and Azure Synapse) and Cloud environments (e.g., AWS, Azure) is encouraged.
Understanding of the continuous integration/deployment, security, networking, and cloud-based delivery models


Perks and Benefits


RoleOther
Industry TypeIT Services & Consulting
Functional AreaAnalytics & Business Intelligence
Employment TypeFull Time, Permanent
Role CategoryOther
Education
UG :B.Tech/B.E. in Any Specialization
PG :M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization
Key Skills
JenkinsAzureClouderaContinuous IntegrationSnowflakeSparkOozieAWSKubernetesGoogle CloudSolution Architecture"|['Jenkins', 'Azure', 'Cloudera', 'Continuous Integration', 'Spark', 'Oozie', 'AWS', 'Solution Architecture']|Urgent Opening For Solution Architect|Not Disclosed||M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization|
184|20|5 days ago|Any Graduate|7 - 12 years|"Job description
Job Specifications:


Background in IT, Computer Science Engineering, Business, or a related discipline or equivalent work experience.
Strong troubleshooting, analytical, problem-solving, and conceptual skills.
Strong customer focus and understanding of client expectations.
Good communication skills and team player, ability to co-ordinate well within local/global teams within a same function as well as cross-functional teams.
7+ years of Packaging experience in Flexera AdminStudio, Windows Application Virtualization Offerings like Microsoft App-v, Citrix XenApp, Microsoft Intune etc
Experience in application compatibility testing and remediation
Experience in scripting languages like VB script, batch script, PowerShell
Good knowledge of Application Package distribution tools (SCCM 2007/2012,Altiris)
VMWare Appvolume Create package Updating, editing Appstack Multistacking
VMWare Appstack Assignments Testing and release management
VMWare Appstack Troubleshooting
Demonstrates ability to organize and coordinate activities associated with all aspects of application packaging requirements, testing, reporting and deployment
RoleSystem Administrator
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryAdmin/Maintenance/Security/Datawarehousing
Education
UG :Any Graduate
Key Skills
VMwareVMware AppstackVB SCRIPTPowershellApplication PackagingAltirisFlexera Admin StudioIntuneAdmin StudioSCCMFlexeraCitrix Xenapp"|['VMware', 'VB SCRIPT', 'Powershell', 'Application Packaging', 'Altiris', 'Admin Studio', 'SCCM', 'Citrix Xenapp']|Application Packaging, Citrix Xenapp & VMware Appstack- DXC Technology|Not Disclosed|||
