|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
24|389|18 days ago|B.Tech/B.E. in Any Specialization|2 - 5 years|"Job description
What You'll Do :
Create logs to document testing phases and defects
Conduct post-release/ post-implementation testing
Setting an automated testing environment
Work with cross-functional teams to ensure quality throughout the software development lifecycle
Ensure that our products, applications and systems work correctly
Ability to deal with ambiguity in a fast-paced environment where every change affects the experience of millions of customers.
Experience working on performance test tools like JMeter, Load Runner etc.
Sound knowledge on TestNG framework for unit testing, build tools like Maven/ANT

What Makes You A Great Fit :
2+ years of experience as a Quality Assurance Tester or similar role
Experience in project management and QA methodology
Familiarity with Agile frameworks and regression testing is a plus
Working knowledge of test management software (e.g. qTest, Zephyr) and SQL
Experience in automation tools
Experience in using Jenkins for continuous Integration
Exposure to API test automation
Experience working on databases and writing SQL queries
Good understanding of test automation tools like Selenium/Appium and UFT
RoleTesting Engineer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
LoadrunnerAutomationAPI TestingSeleniumJMeter"|['Loadrunner', 'Automation', 'API Testing', 'Selenium', 'JMeter']|Quality Assurance Engineer|₹ 7,00,000 - 15,00,000 P.A.|||
25|301|18 days ago|B.Tech/B.E. in Any Specialization|2 - 4 years|"Job description
What you will do:
Design and develop test automation scripts.
Use test automation guidelines and participate in planning activities.
Research issues in software through testing.
Collaborate with QA Analyst and Software Developers.
Keep updated with the latest standards.
What makes you a great fit:
Experience in some test automation tools (like Selenium WebDriver, Appium, Katalon, Cypress, TestCafe, etc).
Experience in API automation.
Experience including automated suites in the pipeline.
Experience in Test Management tools. Experience using Cloud devices/browsers providers.
RoleTesting Engineer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
AutomationAPI TestingAppiumSelenium"|['Automation', 'API Testing', 'Appium', 'Selenium']|Test Automation Engineer|₹ 8,50,000 - 16,00,000 P.A.|||
26|213|18 days ago|B.Tech/B.E. in Any Specialization|2 - 5 years|"Job description
What makes you a great fit:
Solid Linux/Unix administration skills.
Strong Puppet or Chef experience (either for Configuration Management and/or Continuous Delivery) and integration with virtual environments (Vagrant, VirtualBox, AWS EC2).
A development background and a strong scripting knowledge.

What you will do:
Work in the city you want, and be nourished by cultural exchanges.
Be empowered to choose your career path: we have more than 600 simultaneous projects, so you can choose where and how to work.
Be part of an agile pod. Driven by a culture of self-regulated teamwork, each team -or POD- works directly with our customers with a full maturity path that evolves as they increase speed, quality and autonomy.
RoleSoftware Developer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
UnixDevOpsLinuxAWS"|['Unix', 'DevOps', 'Linux', 'AWS']|Devops Engineer|₹ 10,00,000 - 20,00,000 P.A.|||
27|328|18 days ago|B.Tech/B.E. in Any Specialization|1 - 3 years|"Job description
What You'll Do :
Review and analyze system specifications
Collaborate with QA Engineers to develop effective strategies and test plans
Execute test cases and analyze results
Evaluate product code according to specifications
Create logs to document testing phases and defects
Report bugs and errors to development team
Conduct post-release/ post-implementation testing
Work with cross-functional teams to ensure quality throughout the software development lifecycle

What Makes you A Great Fit :
Experience with Travel Industry is mandatory
Experience in project management and QA methodology
Ability to document and troubleshoot errors
Working knowledge of test management software and SQL
Attention to detail with an analytical mind and a problem-solving aptitude
RoleTesting Engineer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
Regression TestingTestNGManual TestingSQL"|['Regression Testing', 'TestNG', 'Manual Testing', 'SQL']|Junior Quality Assurance Engineer|₹ 7,00,000 - 8,00,000 P.A.|||
28|21|18 days ago|B.Tech/B.E. in Any Specialization|6 - 8 years|"Job description
Looking for a Full Stack Frontend Engineer for a Palo Alto, CA, US-based startup, setting up its development center in Bangalore.

Pre Req: MS MTech - Computer Science - Tier 1 Institutes Only

Responsibilities :

- Build a beautiful, intuitive web application with React and Redux

- Design internal-facing APIs that are fast and flexible

- Wireframe new features for the product, and work with our design team to perfect them

Make smart scoping and priority decisions to ship fast, impactful code

- In short, bring the product vision to life.

Requirements :

- Passion for building great UX

- Thoughtful and well-articulated product reasoning

- Proficiency in ReactRedux (or a commitment to get there fast)

- Strong sense of ownership and drive to deliver what is needed.

Required Skills (Minimum 4 to 5 years):

- ReactJS Redux

- UX

- React Native

- Java
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
JavaUXReduxFull StackReact NativeReact.js"|['Java', 'UX', 'React.js']|Full Stack/Frontend Engineer/Lead - React.js/Redux|Not Disclosed||Any Postgraduate|Doctorate Not Required
29|61|18 days ago|BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization|5 - 8 years|"Job description
Android Lead Engineer - Mobile Application Design & Development - Java/Kotlin

We are looking for an outstanding Android Lead Engineer with proven technical, leadership and delivery skills to lead the team in designing and developing the next generation of our mobile applications used by millions in a dynamic environment.

Job Responsibilities :

- Overall responsibility and accountability for Android App

- Hands-on coding, systems analysis, design, and delivery of projects assigned.

- Overall App Design - code, performance, security, size

- Deliver new features, execute on the roadmap and plan for the future.

- Convert app requirements into actionable and tangible items for all stakeholders

- Release planning and timely integration with other stakeholders (product, backend, frontend, uiux etc)

- Proactive ANR, other crash fixes etc

- Continuously discover, evaluate, and implement new technologies to maximize development performance etc

- Improve product quality through code reviews, writing effective unit tests, and collaborating with QA

Skills and Qualifications :

- Excellent Kotlin knowledge

- Excellent core Java, OOPS knowledge and an understanding of Java technologies is mandatory.

- Excellent Data Structure and Design Patterns.

- Strong logical reasoning and programming skills.

- Strong knowledge of JSON data handling

- Understanding of MVC and other design patterns

- Experience analyzing features in production using analytics and experiments (e.g. AB testing; use - various reporting systems to identify root cause of issues, etc.)

- Understanding database schemas that represent and support business processes

- Proficient understanding of code versioning tools, such as Git, Github

- Familiarity with AWS services and libraries is a plus

- Experience in iOS apps is plus
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Mobile
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
JavaDesign PatternsOOPSJSONMVCMobile App DesigningData StructureKotlinAndroid"|['Java', 'Design Patterns', 'OOPS', 'JSON', 'MVC', 'Data Structure', 'Android']|Android Lead Engineer - Mobile Application Design & Development|Not Disclosed||Any Postgraduate|Doctorate Not Required
30|173|18 days ago|B.Tech/B.E. in Computers, BCA in Computers|2 - 6 years|"Job description
Roles and Responsibilities

Responsible for Identifying Test Cases For Automation.
Participation in Selenium Environmental Setup
Preparing the Test Data.
Implementing the Framework
Creating, Enhancing, Debugging and Running Test Cases
Reporting and tracking the Bug using JIRA.
Prepared Traceability Matrix to ensure the test case coverage for all requirements.
Participated in Reviewing test cases and Updated Review comments.
Involved in Smoke, Functional, Integration,System,Regression and Adhoc Testing .
Part of the weekly meetings and Scrum meetings to check on the progress.
Tracking the defects using defect tracking tool, updating status and retesting.

Skills:
Good Knowledge on SDLC and STLC
Automation Experience on Web / API and Performance
Programming Skills : Java / Python
OS : Linux
Automation Testing Tool : Selenium with BDD Framework (preferred Robot Framework) and Selenium Grid
Performance Testing Tool : Jmeter
Bug Tracking Tool:  Jira
CI/CD Tool: Jenkins
Version Control : GIT
Database : Mysql and Mongo


RoleTesting Engineer
Industry TypeSoftware Product
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers, BCA in Computers
Key Skills
JavaBddGridSoftware TestingManual TestingJIRAJMeterQAJenkinsGITMobile TestingMySQLRobot FrameworkAutomation TestingMongoDBSeleniumPython"|['Java', 'Grid', 'Software Testing', 'Manual Testing', 'JIRA', 'JMeter', 'QA', 'Jenkins', 'GIT', 'Mobile Testing', 'MySQL', 'Robot Framework', 'Automation Testing', 'MongoDB', 'Selenium', 'Python']|QA Engineer - Product Based Company - WFH Permanently|₹ 8,00,000 - 12,00,000 P.A.|2||
31|Less than 10|18 days ago|Any Graduate|4 - 7 years|"Job description
Roles and Responsibilities
Qualifications/Education
Handle Glue ETL Job failures - Code, Data fixes
Application Configuration changes related to Glue ETL packages as well as SSIS.
Create new ETL Jobs on Glue
Data engineering concepts (ETL, near-/real-time streaming, data structures, metadata)
Bachelor’s degree in Engineering (preferably Analytics, MIS or Computer Science). Masters degrees preferred.
Minimum 5+ of ETL with below skill set
Other Considerations:
AWS Certification (Solutions Architect or Big Data)
Experience with AWS native tools – Python, Spark, Lambda, Glue
Strong English language communications.
Ability to pull together complex and disparate data sources, warehouse those data sources and architect a foundation to produce BI and analytical content, while operating in a fluid, rapidly changing data environment
2+ years of Procure to Pay Domain knowledge




RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
S3GlueAWS RedshiftPLSQLLambadaSparkSSISGitLabSQLPython"|['PLSQL', 'Spark', 'SSIS', 'SQL', 'Python']|Consultant - Data Engineer|Not Disclosed||Any Postgraduate|
32|Less than 10|18 days ago|BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization|5 - 8 years|"Job description
Roles and Responsibilities
Skill:- Data Scientist Engineer
Job Location:- Navi Mumbai
Experience:- 5yrs+

Position : Data Scientist Engineer

Basic Function

Machine Learning Engineers will be involved in a variety of projects to incorporate Artificial Intelligence and Machine Learning technologies in various state-of-the art products and solutions within enterprise businesses
.
Essential Duties And Responsibilities
Develop predictive models using supervised and unsupervised machine learning/deep learning
Build models for forecasting and anomaly detection
Provide expertise in data wrangling, exploratory data analysis and feature engineering with large data sets
Support the development of proofs of concepts to demonstrate the application of AI/ML capabilities in solving customer problems in collaboration with product and other development teams
Collaborate effectively with other teams.

Education

Job Qualifications
Graduate degree in Computer Science, Engineering, Mathematics or equivalent, specializing in machine learning or a related field

Experience

5+ years’ experience in supporting development of production-ready solutions leveraging AI technologies: NLP, Deep Learning, Machine Learning
Strong hands-on expertise in Python and open source libraries such as Pandas, NumPy, SciPy, scikit-learn, plotly, pandas, matplotlib, spaCy, NLTK, transformers, etc.
Strong API Framework Knowledge : FastAPI, Flask etc.
Experience in SQL
Experience in applying deep learning to NLP
Experience with designing, building, and optimizing data and model training pipelines
Experience with cloud-based platforms (AWS or Azure) for solution delivery
Other Knowledge, Skills, Abilities or Certifications: (First list requirements, followed by preferences.)
Working in a fast paced, changing environment.
Ideal candidates would demonstrate an ability to making a difference daily, upholding commitments, being curious for knowledge, speaking up and sparking innovation.
Ability to work constructively in a fast-paced, collaborative, matrixed team environment
Strong work ethic and passion for excellence




RoleDatawarehousing Technician
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization
Key Skills
Data Scientistmachine learningpythone"|['machine learning']|Data Scientist Engineer @ Softenger|₹ 10,00,000 - 14,00,000 P.A.|3||
33|Less than 10|18 days ago|BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization|4 - 6 years|"Job description
Roles and Responsibilities
Skill:- Automatoin Engineer
Experience :- 4 to 6 Years
Job Location: Navi Mumbai

Job Role:-
Strong experience in successful development and implementation ofAPI test using automation frameworks for REST/JSON/SOAP
Good technical knowledge on QA industry tools - JIRA, TFS,Selenium Web Driver,SOAP UI.
Design Performance Test Scripts for Web applications based on Requirements
Proficient in tools likeJMeterorPostman
Run and manage performance test
Perform Performance Engineering & Performance Improvement activities
Participate in Performance bottleneck analysis and fixes.
Experience in using Version Control Tools like TFS, GitHub
Experience in Automation Frameworks like POM, Data driven, BDD etc.
Understanding of STLC, specifically automated QA process in agile development environments
Hands on experience on Automation/ Build tools such as TFS, Jenkins or similar




RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization
Key Skills
TFSRESTjenkinsAPIJSONAutomation EngineeringPerformanceJIRASOAP"|['TFS', 'REST', 'jenkins', 'API', 'JSON', 'Automation Engineering', 'Performance', 'JIRA', 'SOAP']|Automation Engineer @ Softenger|₹ 8,00,000 - 12,00,000 P.A.|3||
34|16|18 days ago|Any Graduate|3 - 5 years|"Job description
Roles and Responsibilities
- Azure (Strong knowledge of Azure PAAS Services and Azure Networking)
- Azure DevOps
- AKS (Azure Kubernetes Service)
- Terraform
- Ansible
- PagerDuty
- NewRelic
- Prometheus and Graffana

Desired Candidate Profile
Any Graduate with 3- 5 years experience
A must-have is, terraform and Hashicorp Vault hands-on experience.


RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
AzurePAASAzure Devops
TerraformAnsiblePagerdutyKubernetes
Skills highlighted with ‘‘ are preferred keyskills"|['Azure', 'PAAS', 'Ansible']|Azure DevOp's engineer|Not Disclosed|2||
35|Less than 10|18 days ago|B.Tech/B.E. in Any Specialization|8 - 12 years|"Job description

Roles and Responsibilities

Develop REST APIs for mobile and web app
Writing reusable, testable, and efficient code.
Design and implementation of high-availability applications Implementation of security and data protection.
Discover,plan, write, document and maintain new and existing integration and endpoints Documenting Node.js processes, including database schemas, as well as preparing reports.
Recommending and implementing improvements to processes and technologies.
Keeping informed of advancements in the field of Node.js development.

Techstack

Strong proficiency with JavaScript,Redis
Experience of Node.js and frameworks available for it such as Express.js .
Understanding the nature of asynchronous programming and its quirks and workarounds Understanding fundamental design principles behind a scalable application.
Basic understanding of front-end technologies Implementing automated testing platforms and unit tests.
Proficient understanding of code versioning tools, such as Git .
Knowledge of building Node.js applications at scale.
Such as logging, error reporting, queuing and clustering. Familiar working in a microservices environment..

Desired Candidate Profile


Perks and Benefits


RoleHead/VP/GM-Technology(IT)/CTO
Industry TypeInternet
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
JavascriptRedisNode.Js
Design PrinciplesRestFront EndGITWeb TechnologiesAutomation TestingExpress.JsHP Data Protector
Skills highlighted with ‘‘ are preferred keyskills"|['Javascript', 'Redis', 'Node.Js', 'Rest', 'Front End', 'GIT', 'Web Technologies', 'Automation Testing', 'HP Data Protector']|Engineering Head|₹ 40,00,000 - 50,00,000 P.A.|||
36|Less than 10|18 days ago|B.Tech/B.E. in Electronics/Telecommunication, Computers|4 - 9 years|"Job description
Roles and Responsibilities
Design, development and testing of chatbot solutions leveraging Azure Bot Framework, .NET core, MVC, API, QnA Maker, LUIS, Azure cognitive services, Vision, text analyser and sentiment analysis, Azure Cosmos DB and Troubleshooting App services.
Collaborate with technical analyst / solution architects to assist with solution design.
Take ownership and accountability beyond individual deliverables, always pushing the envelope in order to deliver awesome results for our Business stakeholders.
Follow and promote best engineering practices like clean reusable code, Continuous Integration (CI), Test-Driven Development (TDD), Infrastructure as Code etc.
Provide technical software support, including investigation and qualification of bugs, interpreting procedure manuals, and maintaining accurate documentation
Learn, digest and subsequently apply the latest technology thinking from our tech radar to solve Business problems

Desired Candidate Profile
Bachelors Degree in Software Engineering or Information Technology
4+ years of software development experience primarily on Chatbot development and related platforms
You should have strong programming skills and exposure to following technology areas.
Experience in designing & delivering Chatbot solutions in the technical environment of Azure Bot Framework, .NET core, MVC, QnA Maker, LUIS, Azure cognitive services, Vision, text analyzer and sentiment analysis, API, Azure Cosmos DB
Experience with HTTP, Sockets, REST, RESTful, JSON API services in a programming language (besides PHP).
Familiarity with databases like MySQL, Oracle, PostgreSQL, SQL Server, NoSQL, etc.
Experience of working in an Agile team.
You can write clean, high-quality code in a variety of languages and are also able to spot (and improve) bad code.
Code that you write should pass the test of scalability and performance.
You have understanding and ability to apply SOLID principles, follow OOPs, and utilize design patterns to solve complex problem.
You have an experimental and creative mindset and you relish the opportunity to try new things.
Exposure and knowledge to Cloud technology such as Docker, Kubernetes, OpenShift is added advantage

Perks and Benefits


RoleSoftware Developer
Industry TypeConsumer Electronics & Appliances
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Electronics/Telecommunication, Computers
Key Skills
chatbotLUISAzure Bot Framework
PostgreSQLJSON APIHTTPQnA MakerSQL Server.NET coreRESTNoSQLAzure Cosmos DBSocketsVisiontext analyzerMySQLAzure cognitive servicesAPIMVCOracleRESTful
Skills highlighted with ‘‘ are preferred keyskills"|['PostgreSQL', 'HTTP', 'SQL Server', 'REST', 'NoSQL', 'Sockets', 'Vision', 'MySQL', 'API', 'MVC', 'Oracle']|Chatbot Engineer|₹ 16,00,000 - 18,00,000 P.A.|2||
37|26|18 days ago|Any Graduate|9 - 14 years|"Job description
Roles and Responsibilities
Core Responsibilities
Lead the DevOps and Hygiene squads as a scrum master: plan, assign and track work of team members using proper Agile methodologies, ceremonies and tools. Communicate key issues and progress updates in a regular, accurate, timely fashion.
Following the Firm guidelines and standards, implement DevOps techniques and practices like Continuous Integration, Continuous Deployment, Test Automation, Build Automation and Test-Driven Development to enable the rapid delivery of working code utilizing tools like Jenkins, Git and other in-house tools, in all squads of CDRT, for new and existing applications.
Collaborate with developers, business and multiple global stakeholders to drive the DevOps adoption agenda & standards by engaging with them throughout the SDLC
Be integral member and lead within the wider DevOps squad to help team members both in hands-on and guidance.
Discover, measure and track the adoption of DevOps tools and procedures and the related quality metrics/KPIs – be able to present progress across DevOps initiatives to management.
Interface with the DevOps communities at division and Firm level
Look for opportunities to reduce technical debt, streamline processes by redesign or automation. Prioritize, plan, execute/track and report on projects to address those opportunities
Skills Required
9+ years of relevant experience
Team management experience: ability to organize and prioritize the work of team members, communicate, set performance goals, give feedback, participate in recruiting
Thorough understanding of the Software Development Lifecycle (SDLC), DevOps culture, CI/CD pipelines and delivery automation, Agile methodologies, values and procedures
Prior experience supporting or developing tools for build automation, version control (Bitbucket, Github), issue tracking (Jira), continuous integration (Jenkins Pipelines, Azure DevOps, Github Actions), automated testing, or deployment automation
Development with various programming and scripting languages (Python, Java, Shell, JavaScript)
Familiarity with SQL and relational databases (Sybase, DB2)
Familiarity with systems administration (Linux)
Be able to work with geographically dispersed team. The role will involve interacting with clients in the Business, developers, external vendors and teams.
Be adaptive to a continuous changing and fast paced environment, to successfully multi-task
Excellent interpersonal skills and professional approach
Strong analytical ability and problem-solving skills
Skills Desired
Experience in developing testing automation: code coverage, static analysis, integration testing
Experience in virtualization (Docker, Kubernetes)
Experience operating or integrating development and deployment tools with Azure or AWS



RoleSoftware Developer
Industry TypeInvestment Banking / Venture Capital / Private Equity
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
kubernetesCloud ComputingTerraformLinuxContainerizationGCPBuildAnsibleAWSDevopsPythondocker"|['Cloud Computing', 'Linux', 'GCP', 'Build', 'Ansible', 'AWS', 'Devops', 'Python', 'docker']|Lead DevOps Engineer - Hiring or leading Investment Bank|Not Disclosed|||
38|64|18 days ago|Any Graduate|3 - 5 years|"Job description
Hi,


Position Details:-

Employer: CMMI level 5 Client

Job Title / Skill : Performance Testing

Mode of Interview: Telephonic / Microsoft Teams Meeting (video) (Should have own Laptop)

Interview: On Prior Intimation in weekdays only (Monday to Saturday)

Work Location : PAN India

Can join in : Immediate to 15 days

Experience : 3-7 years

Timings of Interview-11:00 am to 7:00 pm

Skill Required:  Performance Testing (Load runner/ Jmeter)

Interested candidates please share your CV on Chandana.a@growelsoftech.com
A referral of your friends or colleagues is the best compliment I can receive.
If you are interested Please share your resume along with below Informations
Full Name:
Contact No:
E-Mail id:
Primary Skill:
Total Experience: 
Relevant Experience: 
Current Company:
Current Location:
Preferred Location:
Current CTC
Expected CTC: 
Notice Period:
Can join:(Date of Joining):
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Temporary/Contractual
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Performance TestingLoad RunnerJMeter"|['Performance Testing', 'Load Runner', 'JMeter']|JP_ Performance Testing Engineer|₹ 1,00,000 - 3,00,000 P.A.|||
39|51|18 days ago|Any Graduate|3 - 5 years|"Job description
Hi,
Position Details:-
Employer: CMMI level 5 Client
Job Title / Skill : DevOps Engineer
Mode of Interview: Telephonic / Microsoft Teams Meeting (video) (Should have own Laptop)
Interview: On Prior Intimation in weekdays only (Monday to Saturday)
Work Location : Bangalore
Can join in : Immediate to 15 days
Experience : 3-6 years
Timings of Interview-11:00 am to 7:00 pm
Skill Required:  DevOps Engineer
Interested candidates please share your CV on Chandana.a@growelsoftech.com
A referral of your friends or colleagues is the best compliment I can receive.
If you are interested Please share your resume along with below Informations
Full Name:
Contact No:
E-Mail id:
Primary Skill:
Total Experience: 
Relevant Experience: 
Current Company:
Current Location:
Preferred Location:
Current CTC
Expected CTC: 
Notice Period:
Can join:(Date of Joining):


RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Temporary/Contractual
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
DockerAnsibleDevops"|['Docker', 'Ansible', 'Devops']|JP_DevOps Engineer|Not Disclosed|||
40|77|18 days ago|Any Graduate|4 - 6 years|"Job description
One of the US based Software Company is looking for Test Automation Engineer on the urgent basis. Candidates who can join in 30 days will be given preference.

Till pandemics, everyone will be working from home.

Task & Responsibilities:
Deign, build, test and deployment of effective test automation solutions.
Coordinate and supervision of automated tests
Responsible for creation of automated test concepts
Participation in the development and expansion of testing methodology.
Alignment of test methods and procedures(focusing on test automation)
Coordination with development to prepare for test automation within early stages of the development process
Consulting and coaching of testing team with regards to test automation.
Requirements:
4-6 years of experience in creating automated test cases using robot framework
medium knowledge of SQL .
Should have knowledge of CI/CD pipeline.
Should have knowledge of GITlab
Experience in the identification and analysis of functional requirements
Working knowledge of one of the following languages: Python, Java
Good to have knowledge of Jmeter tool
Higher education - preferred: computer science, engineering, quantitative methods or related
Fluency in written and spoken English
Global mindset, solution orientation, willingness to learn, good team player, and flexibility
Knowledge in working with Jira and Confluence is a plus
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
JavaconfluCI/CDRobot FrameworkAutomation TestingAutomation EngineeringGitlabJiraPythonSql"|['Java', 'Robot Framework', 'Automation Testing', 'Automation Engineering', 'Jira', 'Python', 'Sql']|Urgent need of Test Automation Engineer in Gurgaon|₹ 10,00,000 - 12,00,000 P.A.|1||
41|93|18 days ago|Any Graduate|6 - 10 years|"Job description
Position overview:At QualSights,you will be uniquely positioned in our team to work on industry problems and to pushforward frontiers of AI technologies. You will be actively contributing to the qualitative research by coding.

Qualifications: Passionate to learn and implement.
Hands on experience of 6 to 10 years in machine learning: deep learning, Natural language Processing:sequence segmentation, labelling and parsing, language modelling, custom modelling, machine translation, question answeringand dialog systems, knowledge extraction, representation and reasoning, etc.Computer vision: large scaleimage classification, detection, segmentation, face recognition, object/scene understanding, metric learning,image search, etc.

Skills:Machine Learning, Computer Vision, Artificial Intelligence, Image Processing,Natural Language Processing, Human Computer Interaction, Neural Networks, Deep Understanding SemanticHTML, Speech Recognition, Artificial Neural Networks, Data Science, Python, R,Algorithms & Data Structures, Deep Learning, Artificial Intelligence Expert, Deep Neural Networks.Knowledge of Watson, GCP, Google API is a plus.

Knowledge of FMCG/CPG domain is a plus.

WFH During Pandemic Situation

Salary as per Experience and Industry Norms

RoleDatabase Architect/Designer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Speech RecognitionArtificial IntelligenceNatural Language ProcessingMachine Learningneutral networksData ScienceArtificial Neural NetworksGCPImage ProcessingwastonCpgComputer VisionHuman Computer InteractionPython"|['Speech Recognition', 'Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Data Science', 'GCP', 'Image Processing', 'Cpg', 'Computer Vision', 'Human Computer Interaction', 'Python']|DATA Engineer: Machine Learning/ Artificial Intelligence|₹ 15,00,000 - 25,00,000 P.A.|1||
42|Less than 10|7 days ago|B.A, Any Graduate|4 - 8 years|"Job description
The Silverline Marketing Cloud Technical Producer is a member of our project delivery team who specializes in the development of responsive, dynamic and personalized emails and landing pages to meet our client s digital marketing needs.
This role will work directly with the customer to understand their digital communication needs and gather technical requirements before translating to design documents. The Technical Producer will consider all the marketing automation features available in the platform, such as the varying approaches to the development of data-driven dynamic and personalized content as well as marketing automation strategies.
The Technical Producer is experienced with coding HTML and landing pages on the Salesforce Marketing Cloud platform and is particularly skilled with AMPScript coding and capability.
Primary Responsibilities:
Lead discussions related the client s campaign initiatives including creative design elements, dynamic content needs and target audience
Collaborate with the Designer role in ensuring creative assets are properly incorporated into the overall email development
Develop emails and landing pages using HTML and CSS while leveraging SFMC s proprietary scripting language (AMPScript) to achieve highly personalized content.
Support the Campaign Manager and the campaign operations team in QA proofing activities, audience generation, as well email deployment
Qualifications:
BA/BS degree or equivalent work experience
4 years experience of development of dynamic HTML emails on the Salesforce Marketing Cloud platform
Skills:
Experience with working with clients to understand their business goals and campaign requirements enroute to developing technical design artifacts for client review.
Solid understanding of email coding standards, approaches, and best practices for performance and scale
Deep understanding of Salesforce Marketing Cloud approaches to achieve data-driven dynamic content, as well as content management strategies
Demonstrated experience with coding scripting languages, specifically AMPScript.
Experience testing in multiple browsers and email clients
Solid understanding of data design, management, and usage within SFMC as it pertains to audience segmentation and data-driven content.
Ability to work effectively within a large cross-functional team that includes roles such as the Solution Architect, Data Architect, Campaign Manager, Designer, and Marketing Consultant.
Strong organizational, consulting, and communication skills (written and verbal).
Salesforce Marketing Cloud Email Specialist certification is required
Salesforce Marketing Cloud Consultant certification is preferred
Additional Salesforce or industry related certifications is valuable
RoleProject Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.A, Any Graduate
PG :Any Postgraduate
Key Skills
Technical Producer - Salesforce Marketing Cloud"|[]|Technical Producer - Salesforce Marketing Cloud|Not Disclosed|1|Any Postgraduate|
