|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
83|Less than 10|30+ days ago|Any Graduate|2 - 5 years|"Job description
Job description
IDEAL CANDIDATE
We are looking for an Android developer with a good understanding of Android SDK.
Basic understanding of mobile aggregation and tools.
with good skill in android and mobile applications.
Design and build advanced applications for the Android platform
Work on bug fixing and improving application performance
Responsibility Includes
Design and build advanced applications for the Android platform.
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and API s.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
PDFFinanceManager TechnologyUnit testingAndroid SDKMobile applicationsTechnology solutionsAndroid"|['PDF', 'Finance', 'Unit testing', 'Android SDK', 'Mobile applications', 'Technology solutions', 'Android']|Android App Developer|Not Disclosed|1|Post Graduation Not Required|
84|Less than 10|30+ days ago|Any Graduate|2 - 5 years|"Job description
Job description
IDEAL CANDIDATE
Key Skills: Adobe Illustrator, Adobe Photoshop, Corel Draw, Adobe Premiere Pro, Adobe After Effects
Must have: Ability to visualize and design concepts, College degree in Fine Arts preferred or an equivalent of education plus experience
Hands-on: Expertise in one or more designing tools like Corel Draw, Photoshop, Illustrator, and Indesign
Good to have: Full range of design capabilities, comfort with the English language.
Responsibility Includes
Directly responsible for the overall design and illustrative/graphic /visuals for use in advertising media.
Responsible for GUI for Mobile Application
Design Banner, Logo, and Infographics
RoleGraphic Designer
Industry TypeIT Services & Consulting
Functional AreaDesign, Creative, User Experience
Employment TypeFull Time, Permanent
Role CategoryCreative
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
GraphicsPDFAdobe Premiere ProIllustratorCorel DrawManager TechnologyTool designAdobe After EffectsPhotoshopFine arts"|['Graphics', 'PDF', 'Adobe Premiere Pro', 'Illustrator', 'Corel Draw', 'Tool design', 'Adobe After Effects', 'Photoshop', 'Fine arts']|Graphics Designer|Not Disclosed|1|Post Graduation Not Required|
85|Less than 10|30+ days ago|Any Graduate|3 - 7 years|"Job description
Job description
IDEAL CANDIDATE
Deeply Knowledge about PPC
Excellent communication and organizational skills
Responsibility Includes
Key Functional Areas of Responsibility
Manage, review, and perform daily account responsibilities associated with Google AdWords, Bing Ads, and Facebook Ads for a variety of clients.
Maintain and monitor keyword bids, account daily and monthly budget caps, impression share, quality score, and other important account metrics.
Manage the creation of large keyword lists.
Provide creative copy suggestions and graphical ad templates.
Manage Display network placement lists on AdWords and through other contextual advertising platforms.
Provide recommendations and execute strategies for keyword opportunities, campaign structuring, targeting, display network, and other facets of paid search in accordance with client goals.
Provide oversight and manage new paid search campaigns, ad groups, and accounts and aid in the creation of paid search marketing initiatives.
Provide oversight, manage, and be able to generate weekly and monthly client reporting for all major metrics goals tracking, revenue tracking, and other paid search initiatives.
Keep pace with search engine and PPC industry trends and developments.
Monitor and administer web analytics dashboards, reports, and key reporting tools, and point out key areas of importance in accordance with client goals.
Monitor and evaluate search results and search performance across the major search channels.
Communication to team and management on project development, timelines, and results.
Provide oversight and work closely with the other team members to meet client goals.
Professional Competencies Passion for Search and internet marketing.
Outstanding ability to think creatively, and identify and resolve problems.
Attention to detail and the ability to effectively multi-task in a deadline-driven atmosphere.
Ability to clearly and effectively articulate thoughts and points.
Ability to learn new industries and new business types quickly and can apply this knowledge to internet marketing initiatives and achieving client goals.
High levels of integrity, autonomy, and self-motivation.
Excellent analytical, organizational, project management, and time management skills.
RoleSales Executive/Officer
Industry TypeIT Services & Consulting
Functional AreaSales, Retail, Business Development
Employment TypeFull Time, Permanent
Role CategoryInstitutional Sales
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
PPCWeb analyticsProject managementAnalyticalManager TechnologyInternet marketingGoogle AdWordsManagementPPC ExpertReporting tools"|['PPC', 'Web analytics', 'Project management', 'Analytical', 'Internet marketing', 'Google AdWords', 'Management', 'Reporting tools']|PPC Expert|Not Disclosed|1|Post Graduation Not Required|
86|Less than 10|30+ days ago|BCA in Computers, Any Graduate|2 - 5 years|"Job description
Job description
IDEAL CANDIDATE
Must have knowledge of PHP/MySQL
Must have knowledge of HTML/CSS/JS
BCA/MCA/BE IT/Computer education/qualification
Must be flexible and willing to learn new technologies
Responsibility Includes
Create and maintain software documentation.
Gather and refine specifications and requirements based on technical needs.
Be responsible for maintaining, expanding, and scaling our site.
Integrate data from various back-end services and databases.
Write well designed, testable, efficient code by using best software development practices
Create a website layout/user interface by using standard HTML/CSS practices.
Stay plugged into emerging technologies/industry trends and apply them to operations and activities.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, Any Graduate
PG :MCA in Computers
Key Skills
BackendCSSPDFWeb technologiesMySQLJavascriptManager TechnologyPHPHTMLTechnology solutions"|['Backend', 'CSS', 'PDF', 'Web technologies', 'MySQL', 'Javascript', 'PHP', 'HTML', 'Technology solutions']|Web Developer|Not Disclosed|1|MCA in Computers|
87|324|30+ days ago|Any Graduate|5 - 9 years|"Job description
Job description
  Role Description
Design, build and configure applications to meet business process and application requirements.
Must have Skills
SAP FI CO Finance
Job Requirements
Key Responsibilities
Ability to analyze As Is and To Be business processes and identify fit gap for business requirements against SAP Inventory management /Warehouse management functionality
Good working experience with key business users and end users to understand the existing process gaps
Experience in Design documents preparations, closely working with developers, test case preparation and supporting business during the UAT -Thorough knowledge on FI, AP, AR and FSCM configuration set up
Experience on Bank
Technical Experience
Should work on Finance enhancements
Connect with business and gather the requirements
Propose solutions based on requirement
Update the documentation
Coordinate between Technical and other functional teams -should be able to drive the things independently
should be able to drive the things independently
Professional Attributes
Able to drive independently
Should be flexible
Educational Qualification
Should have minimum 15 year of education
Additional Info
Good to have Knowledge on SAP CO
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Business processSAP COSAP FICOTest case preparationFSCMBankingInventory managementManager TechnologyUATWarehouse management"|['Business process', 'SAP CO', 'SAP FICO', 'Test case preparation', 'FSCM', 'Banking', 'Inventory management', 'UAT', 'Warehouse management']|SAP FI CO Finance|Not Disclosed|1|Post Graduation Not Required|
88|34|30+ days ago|Any Graduate|3 - 8 years|"Job description
Job description
Project Role Description
Design, build and configure applications to meet business process and application requirements.
Must have Skills
Salesforce Development
Job Requirements
Key Responsibilities
Experienced in Salesforce with hands-on experience in Apex coding, configuration, and integration
Candidate must have atleast 5 yrs relevant Salesforce development experience
Technical Experience
Candidate must have years experience in Apex Coding, RESP API integration, Configuration and deployment tools like JENKINS, Bamboo, BitBucket, GIT etc
Candidate must be able to develop product and integrate with downstream systems
Professional Attributes
Candidate must have good communication skills
Should be able manage Stakeholder and learn and adapt quickly
Educational Qualification
15Yrs fulltime education is mandatory
Additional Information
Candidate must have good communication skills
Should be able manage Stakeholder and learn and adapt quickly
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Business processGITCodingManager TechnologyjenkinsDeploymentManagementApexDownstreamSalesforce"|['Business process', 'GIT', 'Coding', 'jenkins', 'Deployment', 'Management', 'Apex', 'Downstream', 'Salesforce']|Salesforce Development|Not Disclosed|1|Post Graduation Not Required|
89|131|30+ days ago|B.Tech/B.E. in Any Specialization|2 - 6 years|"Job description
Job Description
Experienced inMICROFOCUSCOBOL, JCL, DB2,VSAM and other tools and utilities.
Extensive working knowledge in theMAINFRAMEskillsetslike COBOL, JCL, DB2, VSAM and othermainframetools & utilities.
Experience in working Onsite-Offshore execution model of projects by managing remotely located teams.
Involved in all stages of software development cycle namely design, specification, coding, debugging, unit testing, system testing, quality reviews, documentation and maintenance of the application.
Skilled at structuring and enhancing relationships between technology teams, stakeholders and end-users.
Sharing the application/technical knowledge gained during problem log resolution among all the team members through technical discussions, targeting to improve knowledge levels in the team.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Key Skills
VSAMSystem testingJCLDb2CodingCobolDebuggingManager TechnologyUnit testingManagement"|['VSAM', 'System testing', 'JCL', 'Db2', 'Coding', 'Cobol', 'Debugging', 'Unit testing', 'Management']|Mainframe Developer|Not Disclosed|1|Post Graduation Not Required|
90|200|30+ days ago|B.Tech/B.E. in Any Specialization|2 - 5 years|"Job description
Job Description
Experienced in MICROFOCUS COBOL, JCL, DB2, VSAM and other tools and utilities.
Extensive working knowledge in the MAINFRAME skillsets like COBOL, JCL, DB2, VSAM and other mainframe tools & utilities.
Experience in working Onsite-Offshore execution model of projects by managing remotely located teams.
Involved in all stages of software development cycle namely design, specification, coding, debugging, unit testing, system testing, quality reviews, documentation and maintenance of the application.
Skilled at structuring and enhancing relationships between technology teams, stakeholders and end-users.
Sharing the application/technical knowledge gained during problem log resolution among all the team members through technical discussions, targeting to improve knowledge levels in the team.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Key Skills
VSAMSystem testingJCLDb2CodingCobolDebuggingManager TechnologyUnit testingManagement"|['VSAM', 'System testing', 'JCL', 'Db2', 'Coding', 'Cobol', 'Debugging', 'Unit testing', 'Management']|Manual Tester|Not Disclosed|1|Post Graduation Not Required|
91|321|30+ days ago|B.Tech/B.E. in Any Specialization|2 - 5 years|"Job description
JOB Description
Experienced inMICROFOCUSCOBOL, JCL, DB2,VSAM and other tools and utilities.
Extensive working knowledge in theMAINFRAMEskillsetslike COBOL, JCL, DB2, VSAM and othermainframetools & utilities.
Experience in working Onsite-Offshore execution model of projects by managing remotely located teams.
Involved in all stages of software development cycle namely design, specification, coding, debugging, unit testing, system testing, quality reviews, documentation and maintenance of the application.
Skilled at structuring and enhancing relationships between technology teams, stakeholders and end-users.
Sharing the application/technical knowledge gained during problem log resolution among all the team members through technical discussions, targeting to improve knowledge levels in the team.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :Post Graduation Not Required
Key Skills
VSAMSystem testingJCLDb2CodingCobolDebuggingManager TechnologyUnit testingManagement"|['VSAM', 'System testing', 'JCL', 'Db2', 'Coding', 'Cobol', 'Debugging', 'Unit testing', 'Management']|Manual Tester - TCS|Not Disclosed|1|Post Graduation Not Required|
92|18|30+ days ago|Any Graduate|5 - 10 years|"Job description
Job Description
- Work as part of cross-functional, passionate agile project teams to ensure quality is driven into the heart of the development process from requirements definition through to delivery.
- Designing, developing, and supporting frameworks for our test infrastructure and providing automation expertise to our development teams.
- Contributing to the predictable delivery of quality releases.
- Research, recommend and implement tools as needed with the goal of increasing automation.
- Proactively bringing issues and problems to the attention of the team; generating, proposing, and implementing innovative solutions to solve them.
- Be meticulous about documentation and maintaining a robust log of all test cases and test results.
Required Knowledge, Skills Experience: - Strong background in, and at least 1.5 years of working in tooling or QA automation.

Requirements
- Thorough understanding of SDLC, specifically automated QA processes in agile development environments.
- Experience in writing, executing, and monitoring automated test suites using a variety of technologies including Protractor , but not limited to, Cucumber, Concordion, Selenium, Fit/FitNesse, SoapUI.
- Proficient with bug tracking and test management toolsets.
- Strong working knowledge of testing fundamentals such as TDD BDD.
- Proficient in working with relational databases such as MySQL PostgreSQL.
- Some knowledge of Unix/Linux.
- Use appropriate measures and KPIs to validate and report on software quality.
- Identify and test for functional edge cases outside of expected workflow.
- Have the drive to become an expert in :
a) Unit testing
b) Integration Testing
c) Performance/Stress/Scalability Testing
d) Automated Browser Testing
e) Visual Regression Testing
f) User Testing
g) Security Penetration Testing
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
UnixSANAutomationLinuxMySQLPHPWorkflowSDLCCRMPython"|['Unix', 'SAN', 'Automation', 'Linux', 'MySQL', 'PHP', 'Workflow', 'SDLC', 'CRM', 'Python']|Automation Tester|Not Disclosed|1|Post Graduation Not Required|
93|19|30+ days ago|Any Graduate, B.Tech/B.E. in Production/Industrial|6 - 7 years|"Job description
We are looking for people with results they are proud of, such as:
Bachelors degree in a technical field with equivalent work experience
Working knowledge of Object Oriented Analysis Design, Design Patterns, SOA, IOC, Dependency Injection, and Mocking
Six plus years of experience in full .NET software development, especially in the areas of: Visual Studio, TFS, C#, SQL Server, WCF, ASP.NET, Web API, LINQ, SOAP, and REST
Six plus years of development in a largescale, multiplatform environment is required
Experience in Agile Application Development Scrum methodologies is preferred
Passionate about software development and delivering high quality applications
Excellent communication, problem solving and analytical skills is a must
Must possess a strong sense of ownership, responsibility, and initiative
Flexibility to balance multiple assignments in a fast-paced environment
Ability to work independently, yet function as an integral part of a team
6-7 Years
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate, B.Tech/B.E. in Production/Industrial
PG :Post Graduation Not Required
Key Skills
LINQPDFSOAAgileApplication developmentScrumWCFVisual StudioSoftware servicesSQL"|['LINQ', 'PDF', 'SOA', 'Agile', 'Application development', 'Scrum', 'WCF', 'Visual Studio', 'Software services', 'SQL']|Senior .Net Developer|Not Disclosed|1|Post Graduation Not Required|
94|35|30+ days ago|B.Tech/B.E. in Production/Industrial, Any Graduate|4 - 6 years|"Job description
We are looking for people with results they are proud of, such as:
Bachelors degree in a technical field with equivalent work experience
Working knowledge of Object Oriented Analysis Design, Design Patterns, SOA, IOC, Dependency Injection, and Mocking
Four plus years of experience in full .NET software development, especially in the areas of: Visual Studio, TFS, C#, SQL Server, WCF, ASP.NET, Web API, LINQ, SOAP, and REST
Four plus years of development in a largescale, multiplatform environment is required
Experience in Agile Application Development Scrum methodologies is preferred
Passionate about software development and delivering high quality applications
Excellent communication, problem solving and analytical skills is a must
Must possess a strong sense of ownership, responsibility, and initiative
Flexibility to balance multiple assignments in a fast-paced environment
Ability to work independently, yet function as an integral part of a team
4-6 Years
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Production/Industrial, Any Graduate
PG :Post Graduation Not Required
Key Skills
LINQPDFSOAAgileApplication developmentScrumWCFVisual StudioSoftware servicesSQL"|['LINQ', 'PDF', 'SOA', 'Agile', 'Application development', 'Scrum', 'WCF', 'Visual Studio', 'Software services', 'SQL']|Dot NET Developers|Not Disclosed|1|Post Graduation Not Required|
95|31|30+ days ago|Any Graduate|5 - 6 years|"Job description
Job Description
Analytically sound individuals with the competence to carry out Development/ Programming and Testing of multiple SAP applications to meet client needs.
Delivering solutions using ABAP objects, USER EXIT, BADIS, Object oriented ALV, SAP SCRIPT, SMART FORMS, Adobe forms and ALE-EDI/IDOCS throughout the Implementation and Post Go-live support.
Ensure Excellent Customer Service by Delivering Superior code quality to specifications.
Adherence to attune Development Standards (Coding,Testing,Documentation).
Interact with functional teams,internal/external ABAP Technical Consultants in order to deliver programs as per agreed specifications.
Experience in developing HANA ABAP interfaces, CDS views and AMDPs will be an added advantage.
Perform additional duties commensurate with the current role, as and when required by the management.
Qualifications
Degree or Recognized professional qualification in IT,Computer science or Engineering.
At least 5 to 6 years Prior work Experience in a SAP technical consulting capacity.
Exposure to the apparel /fashion Industry is advantageous.
RoleSoftware Developer
Industry TypeEducation / Training
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Computer scienceCareer developmentSAP ABAPCodingConsultingCustomer serviceEDIAleWholesaleTesting"|['Computer science', 'Career development', 'SAP ABAP', 'Coding', 'Consulting', 'Customer service', 'EDI', 'Ale', 'Wholesale', 'Testing']|SAP ABAP Consultant|Not Disclosed|1|Post Graduation Not Required|
96|118|30+ days ago|B.B.A/ B.M.S in Management|4 - 6 years|"Job description
Job Description
We are looking to hire an experienced OTC / SD Consultant with Fashion Lifestyle industry experience in AFS/FMS and S/4HANA for Fashion
Relevant experience in Fashion Lifestyle industry with S4 HANA is mandatory
Assist in the preparation of Business Process Procedures, Test Scenarios, End-user documentation, and knowledge transfers
Identify opportunities that may help in the continuous improvements in the client s business processes and highlight the potential threats and bottlenecks including possible suggestions to overcome them
Establish credibility with the client by being professional with emphasis on building long term relationships, and become their trusted advisor
Promptly identify areas which will make it possible for additional involvement with the client, thereby being a revenue generator for the company by sharing the client needs with attune management
Continuously develop SAP core skills and business knowledge based on accumulated experience
Acquire additional skills in cross-functional areas and be informed of the new technologies available
Lead the execution of assigned project tasks in areas of demonstrated competence. This includes facilitating meetings/task groups, tracking and influencing task group progress, tracking project deliverables, etc.
Operate as a team member. Continually report on progress to the Project Manager and participate as an active member of the project team. Assume additional responsibilities as required
Set priorities appropriately. Ensure that work outputs are timely and of the highest quality
Occupies a non-management position. However operate autonomously and receive management direction as appropriate
Provides first level and second level support to customers
Carry out the support functions in accordance with the customer service level agreements, customer SOPs and internal processes
Verbal and written communicate with customers to gather information required to resolve issues.
Provide timely and high-quality solutions to customer issues
Follow up on customer issues till the solution is delivered
Perform any additional duties commensurate with the current role, as and when required by the management
Perform additional duties commensurate with the current role, as and when requested by management, marketing, and image building activities
Carry out the support functions in accordance with the customer service level agreements, customer SOPs and internal processes
SAP AFS/FMS/S4 HANA Experience and Skills
Business process requirements analysis Process Mapping
Analyze GAPS in the solution with fit-gap recommendations
Definition of Enterprise Structures
Sales Org, distribution channel, and division settings
Delivering Plant assignments
Sales Office and Sales Group Settings
Shipping Point settings
Settings for common master data maintenance
Business partner settings such as customer hierarchies, account groups, customer master field settings per account group, Customer group definitions
Clear understanding of the use of order types, item categories and schedule line categories
Knowledge on the AFS specific settings available at order type, item category and schedule line level such as enabling season determination, availability checks
Knowledge on the maintenance of copy control rules for sales order types to deliveries and invoices
Clear understanding on pricing with regards to condition types and their usages including AFS specific condition types such as size-wise pricing and two-date pricing
Understanding on the logical flow of creating the pricing procedures and the assignment of the procedures to be used in document processing
Clear understanding on the use and set up of AFS specific functions such as category structures and coverage strategies, characteristics and grids including master grids and sales grids, value added services (VAS) including VAS relevant pricing, Order Scheduling
Clear understanding on the functionalities that use the SAP condition technique such as material determination, free goods determination
Clear understanding on the Available to Promise (ATP) functionality in order processing as well as the settings on the transfer of demand (i.e. transfer of requirements)
Understanding on subsequent processing of customer orders with regards to Allocation and Outbound Deliveries
The knowledge on the functions involved in picking and packing of Outbound deliveries including the usage of handling units
The knowledge on the functions of outbound Shipments, and shipping notifications sent to customers
Clear understanding of the different billing types available in SAP including the usage in actual business scenarios
Understanding on the differences between order-related billing and delivery-related billing
Knowledge on Inter-company billing and the required set-up in SAP
Knowledge on the functionality and the set-up of Third Party Orders, Contract and call-offs, Customer Consignments, Debit and Credit Memos etc.
Clear understanding of the functionalities involved and the set-up of Credit Management
Knowledge on order processing via EDI including interfaces, data mapping, IDoc types
Clear understanding on outputs and output determination in all sales document types including layouts
Understanding on the reporting functions available in SAP for Sales Distribution
Knowledge on system modification options that can be used in order to meet business requirements that cannot be met using the available functionalities in SAP
Knowledge on the integration of SD transactions to other modules such as MM and FICO
Understanding on the business processes involved in B2B and B2C (e-Commerce) and ability to map such processes using the functionalities available in SAP
Ability to define the relevant logic and the reference data structures for developments that maybe required
Ability to identify SAP provided tools and write up functional specifications for such developments and to prepare and formulate test cases based on the actual business scenarios
Perform Modular and Integration system testing with the formulated test cases
Power/Super user training and system documentation (process diagrams, business procedures, user manuals etc.)
Post Go-Live guidance and support for operational activities
Perform sustain-phase activities such as managing system issues, accommodating new system requirements and additional end-user trainings.
Qualifications
A degree in Business Management or an equivalent professional qualification
SAP Certification in SD will be an added advantage
Ability to work on shifts/ flexible hours based on the client s working days and times.
Exposure to multiple project implementations
Excellent communication skills - verbal and written
Ability to articulate ideas and opinions to all stakeholders
Ability to lead and work in teams - interpersonal skills are essential
Leadership capabilities, result orientation, conceptual thinking, and innovative mindset
Ability and willingness to take on new initiatives/technologies
Excellent customer facing skills.
RoleSoftware Developer
Industry TypeEducation / Training
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.B.A/ B.M.S in Management
PG :Any Postgraduate
Key Skills
Business processOutboundSAP SDBillingVASSchedulingCustomer serviceOrder processingOperationsOTC"|['Business process', 'Outbound', 'SAP SD', 'Billing', 'VAS', 'Scheduling', 'Customer service', 'Order processing', 'Operations', 'OTC']|SAP SD Consultant/Senior Consultant|Not Disclosed|1|Any Postgraduate|
97|270|30+ days ago|Any Graduate|4 - 10 years|"Job description
Job Description
Must have hands on experience in following areas like SAP AFS/SAP FMS and SAP S/4 Hana for Fashion. Relevant experience in Fashion Lifestyle industry with S4 HANA is mandatory.
Experience and Skills:
Business process requirements analysis Process Mapping
Analyze GAPS in the solution with fit-gap recommendations
Process Mapping, Configuration Testing
Definition of Enterprise Structures and Master Data
Company code settings, Controlling area/Operating concern settings, assignment of different organizational elements, chart of accounts
Classical and New General Ledger
Clear understanding of New general ledger functionalities , Document splitting
Periodic processing
General ledger information systems
Accounts Receivable accounting
Customer master data, receipts, dunning, correspondences, Accounts receivable reports
Vendor master data maintenance
Supplier payments / Automatic payment program
Accounts payable information systems
Understanding of different depreciation policies and ability to configure in SAP
Special Purpose Ledger
Clear understanding of special purpose ledger functionalities
Bank master data, House banks, Bank chains, Automatic and Manual Bank reconciliation
Knowledge on fund management and budgetary controls
Supply Chain Management
Credit Management
Dispute Management
Business Planning and Consolidation
Knowledge on BPC and integration
Report painter and report writer
Ability to write report writer and report painter report for different business purposes
Overhead Cost controlling
Cost center accounting, order management, budgeting and forecasting
Profit Center Accounting
Thorough understanding of responsibility accounting
Profit center settings at different organizational levels
Profit center transfer pricing
Product Cost Controlling
Understanding and knowledge of different costing methods
Ability to design and configure different valuation methods
Profitability Analysis
Costing based and accounting based CO-PA configuration and reports
Modular Integration
Thorough understanding of cross modular integration and ability to map different business and SAP processes to accounting to make sure that precise financial state is assured
Development of SAP based tools to enhance standard SAP AFS functionality
Writing up functional specification for SAP ABAP programs, designing data capture methods for production shop floors, and map legacy system integration (e.g. using iDocs).
Modular, functional and Integration system testing with formulated test cases
Power/Super user training and system documentation (process diagrams, business procedures, user manuals etc.)
Post Go-Live Guide support for operational activities, manage system issues, accommodate new system requirements and ensure a smooth month-end financial process
Proficiency in designing and working with LSMW program
Coordination and management of Go-Live activities, manage migration data preparation and validation, and cutover dry-run simulation
Qualifications
A degree / equivalent professional qualification in Financial/Management accounting
SAP Certification in FI/CO
Extensive knowledge in accounting principles and taxation
Deep proficiency in SAP FI/CO module.
Lateral knowledge of all complementary modules of SAP
Exposure to multiple project implementations
Minimum of 4 to 10 years of relevant experience in Fashion Lifestyle industry with S/4 HANA
Excellent communication skills - verbal and written
Ability to articulate ideas and opinions to all stakeholders
Ability to lead and work in teams - interpersonal skills are essential
Leadership capabilities, result orientation, conceptual thinking, and innovative mindset
Ability and willingness to take on new initiatives/technologies
excellent customer facing skills.
Ability to work on shifts/ flexible hours based on the client s working days and times.
RoleSoftware Developer
Industry TypeEducation / Training
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
Order managementBusiness processSystem testingSupply chain managementSAP FICOCostingSimulationSystem integrationTest casesBudgeting"|['Order management', 'Business process', 'System testing', 'Supply chain management', 'SAP FICO', 'Costing', 'Simulation', 'System integration', 'Test cases', 'Budgeting']|SAP FICO Consultant /Senior Consultant|Not Disclosed|1|Any Postgraduate|
98|22|30+ days ago|Any Graduate|4 - 6 years|"Job description
Job Description
We are hiring SAP Retail Consultant with minimum 4 to 6 years of experience in S4 HANA for Fashion.
Analysing the customers business processes and SAP solution design
Preparing, contributing towards and running process design workshops, configuring/developing SAP solutions, demonstrating and gaining acceptance from the customer
Performing configuration/development and assisting the customer in testing cycles
Leading conversation with customers
Working with the customer and project team to ensure the required content is gathered and documented in a useful, structured format during a knowledge transfer project
Building trust and credibility by consistently delivering assigned tasks on time with high quality
Guiding the team in the preparation of Business Process Procedures, Test Scenarios, Configuration/ Development Documentation, End-User documentation and User manuals
Validating all documentation prepared by junior resources, such as Functional specifications, test scenario s etc.
Act as an active member of the team by proactively identifying risks and opportunities and reporting the project progress on an ongoing basis
Transfer SAP knowledge to customers and team and build relationships credibility
Taking ownership of assigned tasks by initiating, think through and developing a plan that is executed and delivered according to the established timelines.
Key Skills Required:
Article Master
Merchandise Hierarchy and Categories
Assortments and listing
Article Hierarchy
Related Classification and characteristics,
Sites creation and maintenance
Vendor master creation
Customer master creation
Pricing Models
Promotion management
Master data upload tools
Requirements planning
Pricing procedures
Purchasing list
Planning workbench
Flow through and cross docking process
Seasonal procurement
Replenishment
Vendor managed inventory
Order optimization
Invoice management
Contract management
Knowledge in Inventory management, Valuation and release procedure
Allocation and store distribution.
In-store Merchandising and inventory management.
Understanding of warehouse management
Qualifications
Degree or equivalent/recognized professional qualifications
Exposure to multiple project implementations
S4 HANA Fashion Experience preferred
Excellent communication skills - verbal and written
Ability to articulate ideas and opinions to all stakeholders
Ability to lead and work in teams - interpersonal skills are essential
Leadership capabilities, result orientation, conceptual thinking, and innovative mindset
Ability and willingness to take on new initiatives/technologies
excellent customer facing skills.
RoleSoftware Developer
Industry TypeEducation / Training
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
ProcurementBusiness processProcess designCareer developmentInterpersonal skillssap retailContract managementTest scenariosInventory managementWarehouse management"|['Procurement', 'Business process', 'Process design', 'Career development', 'Interpersonal skills', 'sap retail', 'Contract management', 'Test scenarios', 'Inventory management', 'Warehouse management']|SAP Retail Consultant|Not Disclosed|1|Any Postgraduate|
