|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :|Openings:|PG :
881|53|30+ days ago|B.Tech/B.E. in Computers|1 - 6 years|"Job description
Nature of Job: Remote
Responsibilities
An ideal fit for this position is:
A team player
A strong writer
Experienced with technical writing, or has technical background
A proven collaborator
Passionate about the quality of customer experiences
Qualifications
1 years of technical writing experience
Demonstrated passion for quality and impact
RoleTechnical Writer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryQA/Testing/Documentation
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
Technical writingCloudInfrastructureManager TechnologySilicon"|['Technical writing', 'Cloud', 'Infrastructure', 'Silicon']|Technical Writer|Not Disclosed||1|Post Graduation Not Required
882|29|30+ days ago|Any Graduate|10 - 12 years|"Job description

Job Family Descriptor
Responsible for entire product life cycle management - development and management of products as per new product/service requirement and enhancement of existing products and features.
Also responsible for augmentation of network capacity to meet growing customer needs, new technology introduction, or increasing operational efficiencies, with the objective of ensuring increase in product and service profitability, revenue and market competitiveness; and developing and delivering effective multi product solutions to meet customer requirements.
   Drive PandL management through product strategy development and manage a group of products within a technology area across multiple regions. Works with the sales team on market strategy, pricing and positioning of the product. Engage and partner with technology providers to recruit new features or new product. Assess performance of product/service portfolio against annual operating plan and discuss achievement of targets with Sales.
Level Descriptor
In this role you are responsible to maintain the portfolio for our Service Providers in close cooperation with all Move System domains and make sure it meets the Service provider & market standards with regards to the introduction of new technology, digital transformation and increase of operational efficiencies for Service Provider and it s end-users (B2B2C).
Including the objective of ensuring an increase in product and service profitability, revenue and market competitiveness.
Works closely with the Sales and Product Segment teams on market strategy, pricing and positioning of the product. Engage and partner with technology providers to recruit new features or new products supporting the Service Provider portfolio. Assess performance of product/service portfolio against annual operating plan and discuss achievements with Sales and senior Management (P&L).
In this role you are responsible to maintain the portfolio for our Service Providers in close cooperation with all Move System domains and make sure it meets the Service provider & market standards with regards to the introduction of new technology, digital transformation and increase of operational efficiencies for Service Provider and it s end-users (B2B2C).
Including the objective of ensuring an increase in product and service profitability, revenue and market competitiveness.
Works closely with the Sales and Product Segment teams on market strategy, pricing and positioning of the product. Engage and partner with technology providers to recruit new features or new products supporting the Service Provider portfolio. Assess performance of product/service portfolio against annual operating plan and discuss achievements with Sales and senior Management (P&L).
Purpose - Broad objective of the role
Drive P&L management for Move Service Provider product portfolio through Product management & development, Sales enablement, Product Delivery teams, Engineering and Service Assurance.
Tactical role which provides a marked contribution for defining strategy for Service Provider portfolio, including Life Cycle Management, Q2C processes and documentation standards, with a significant mid term impact on Move Mobility overall results.
Identifies problems and suggests inputs to product development and engineering teams to significantly improve processes and/or fulfill service realization and operationalize products and services in a more efficient and cost effective manner
Responsible for Portfolio roadmap and strategizing of new and existing products for the Service Provider portfolio.
Identify bespoke requirements and transform these into more generic offering for Move
Participate as a team member in MVNE/MVNO projects in different phases of the Q2C process (pre and post sales)
Experience of 10-12 years in telecommunications industry in combined commercial / technical consultancy type of assignments
Operating Network - Key External
Operating Network - Key Internal
Size and Scope of Role - Financial
Size and Scope of Role - No. of direct reports
Size and Scope of Role - Total team size
Size and Scope of Role - Other size parameters
Minimum qualification & experience
Other knowledge/skills
Key Responsibilities
Create and maintain a product backlog for Move user stories within your domain or portfolio
Works closely with our product delivery teams in managing backlog and supports the team in clear user stories, objectives and definition of done in order to create structure in product delivery teams
Works closely together with Product Delivery Organization to ensure timely delivery of backlogs and to introduce the product into the market, including customer facing aspects of new product introduction (NPI)
Works closely with Business development, Solution architects & Product Segment team for market validation and costing structures
Work closely with all the teams to determine business value and priorities for al the different product releases needed to support your product initiatives and improvements
Assesses market competition by comparing the company's product to competitors' products.
Provides information for management by preparing short-term and long-term product sales forecasts and special reports and analyses; answering questions and supporting RFI/RFP s.
Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.
Technical Competencies
Engineering Graduate CS/EE/EC (Mandatory); MBA (Preferred)
10+ years of total experience with 5+ years of related product management experience in telecom/software (SaaS)/consulting/analytics
At least 3 years' experience in the MVNO/MVNE space or comparable areas within a mobile operator or OEM vendor
Telecom/technology industry experience in product management; MVNE industry experience preferred
RoleHead/VP/GM-Quality
Industry TypeTelecom / ISP
Functional AreaIT Software - System Programming
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :Any Graduate
PG :MBA/PGDM in Marketing
Key Skills
Product managementTelecomCostingService assuranceProduct serviceConsultingManager TechnologyRFPOperationsAnalytics"|['Product management', 'Telecom', 'Costing', 'Service assurance', 'Product service', 'Consulting', 'RFP', 'Operations', 'Analytics']|Principal - Product Management|Not Disclosed||1|MBA/PGDM in Marketing
883|17|14 days ago|Graduation Not Required|3 - 5 years|"Job description
Roles and Responsibilities

Selling Online Education courses over the phone and achieve monthly/quarterly & yearly targets.
Knowledge in Insurance/ Edtech Domain is preferred
Hardcore Sales experience with a drive to achieve targets and earn good Incentives.
Regular follow up on Lead Generates/ prospects to bring it to closure.

Desired Candidate Profile

Excellent in SALES (Telesales/direct sales)- minimum 3 years experience.
Expereince in Edtech Sales/Insurance Sales preferred
Good in Hindi and English Communication
Self-motivation and proactiveness in driving/ delivering deliverables
Should have a bent towards Sales

Candidates with good Sales Experience only to apply.

Candidates from anywhere in Mumbai can apply.
Work from Home option available to outside Navi Mumbai candidates only, post 1 week of in-person training in office.

Shift Timing Options:
9.30 a.m. to 6.30 p.m.
7.30 a.m. to 3.30 p.m. (8 hours)
2 p.m. to 10 p.m. (8 hours)


RoleTelesales/Telemarketing Executive/Officer
Industry TypeBPO / Call Centre
Functional AreaSales, Retail, Business Development
Employment TypeFull Time, Permanent
Role CategorySales Support
Education
UG :Graduation Not Required
Key Skills
SalesOutbound Calling
EdtechStudent CounselingBPOTelesalesBpo VoiceInsurance
Skills highlighted with ‘‘ are preferred keyskills"|['Sales', 'Outbound Calling', 'Student Counseling', 'BPO', 'Telesales', 'Bpo Voice', 'Insurance']|Tele Sales Associate- Outbound Sales Process|₹ 2,00,000 - 3,00,000 P.A.||30|
884|113|14 days ago||5 - 7 years|"Job description
Job Summary :

- BTA www.brandtouchindia.com is an intelligent direct-to-consumer marketing platform. It is developing a set of new global products that are completely changing the way brands and marketers are connecting with their consumers to introduce, explain & sell their products and services directly. With two global and one Indian leader brands signed up - pilots and MVPs are live in a stealth mode.
- These first-in-the-world tech products require a crack team of highly aware and driven professionals and entrepreneurs to explore the early promise.
- The need is to work with global teams and introduce these tech products to traditional marketers of large brands - across a variety of global products and services.
- We are looking for candidates from top-notch business schools and a global education or exposure. Immersion in tech products, digital marketing, and data is a prerequisite.
Job Description :
- Revenue - Drive a significant increase in the number of qualified leads coming from marketing that will fuel ARR and MRR goals
- Growth - Create growth through campaigns across all channels, responsible for filling the lead pipeline, setting the marketing strategy, developing forecasts, evaluating appropriate budgets, and measuring results.
- Social Ads - run all the company's social ads for prospecting and retargeting with specific experience with Facebook, Google, YouTube, Twitter, and LinkedIn ad campaigns.
- Content - use your writing skills to create a variety of content types to fuel sales and marketing success.
- Metrics - monitor and communicate full-funnel conversion metrics, including marketing performance measurement, attribution, ROMI, budgeting, strategic planning, process definition, and marketing systems and data.

Desired Skills & Experience :

- 5+ years of experience in B2C marketing, driving the marketing strategy and inspiration in a SaaS, fast-paced, hyper-growth start-up environment. MBA Candidate Preferred.
- Excellent spoken and written English.
- Must be comfortable on camera, live events, one-one video calls.
- Proven experience in creating content for marketing materials for demand generation campaigns.
- Specific experience in B2C & B2B companies targeting Digital Marketing Agencies' audiences, as well as other heavy social media advertisers.
- Consistent track record of exceeding revenue and lead generation goals
- Solid technical knowledge foundation with the ability to translate technical content into business value for internal and external stakeholders.
- Able to manage through complexity, make hard decisions and persevere when things are challenging.

About the Company :

BrandTouch and Analytics Pvt Ltd is based out of Mumbai and San Diego, It is promoted by (www.aliagroup.com) a premier two-decade-old marketing services group with 100+ of the bluest of blue-chip FMCG/CPG clients, with whom it partnered 400+ brands, across 50 categories - many of them global. The company is set out to create Brandtech the world's first marketing services and data automation platform (www.cynq.in) with many of its intelligent D2C products, which are under advanced development. 

Brandtech is simply the power of technology to improve marketing. The company is harnessing this to disintermediate marketing networks and take brands Direct to consumers. We invite you to join us in building the Future of Marketing!


RoleHead/VP/GM/ Mgr-Online/Digital Marketing
Industry TypeAdvertising & Marketing
Functional AreaMarketing, Advertising, MR, PR, Media Planning
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
PG :MBA/PGDM in Any Specialization
Key Skills
RetargetingMarketing StrategySalesLead GenerationB2C MarketingSAASYoutubeTwitterDigital MarketingProspectingCampaignsDemand Generation"|['Marketing Strategy', 'Sales', 'Lead Generation', 'B2C Marketing', 'SAAS', 'Youtube', 'Twitter', 'Digital Marketing', 'Prospecting', 'Campaigns', 'Demand Generation']|Performance Marketing|Not Disclosed||1|MBA/PGDM in Any Specialization
885|173|14 days ago|Any Graduate|10 - 15 years|"Job description
Roles and Responsibilities
Mandatory Skills:
10+ years of strong programming experience with .Net and .Net Core based software application
3+ years of experience of designing high performance enterprise software application
2+ Yrs experience working with Angular 2 & Above Version.
Strong knowledge of Service Oriented Architecture, Design Patterns and Principles
Proficient with C#, MVC, Web API, WCF and Role-Based Authorization app development
Proficient with SQL Server writing complex Stored Procedures, Functions, Views etc
Good at implementing any authentication protocols preferable SSO using SAML
Prior experience in handling application with larger volumes of data
Proven experience in understanding existing product design and architecture of software applications
Understand business domain, possess forward thinking and anticipate problems, issues and provide appropriate solutions
Good team player and ability to lead, mentor, review & track progress of engineering team
Possess good interpersonal skill and able to communicate effectively with client and team



RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
C#angularWeb Api.Net CoreViewsStored ProceduresDesign PatternsWeb TechnologiesWCFSQL ServerMVC"|['C#', 'Views', 'Stored Procedures', 'Design Patterns', 'Web Technologies', 'WCF', 'SQL Server', 'MVC']|.Net Architect - Hyderabad|Not Disclosed|Doctorate Not Required|2|Any Postgraduate
886|228|14 days ago|B.Tech/B.E. in Any Specialization|12 - 16 years|"Job description
Roles and Responsibilities
Position Description:
QA Architect is responsible for the Software Quality Assurance, leading new and existing Quality initiatives
and will be instrumental in managing and continuously optimizing QA processes, driving automation test
methods & strategies and risk analysis for software projects. He should have deep understanding of SAAS
based complex software end to product testing, designing automation solution & evolving modern testing
methodology/processes.

Mandatory Skills:
• Ideally 12 to 15 years of relevant industry experience.
• Proven experience and deep understanding of strategizing and testing complex software
applications (SAAS) deployed on cloud including functional, end-to-end business workflow, data
security, scalability & performance testing.
• Expertise in different types of software test estimation techniques along with software testing
techniques including Functional Testing & Non-Functional Testing like Integration Testing,
Smoke Testing, Regression Testing, Scalability Testing, Chaos/Resilience Testing, Security Testing
and Performance Testing.
• Ability to think beyond and strategize to improve quality of testing and optimize QA efforts
across releases/environments based on measurable KPI’s.
• Experience in designing and building robust & reliable automated test frameworks for web-based
enterprise applications using various automation tools & frameworks such as Selenium with
C#/Java, Selenium Grid & Cucumber/SpecFlow.
• Expert in deploying QA automation solution on cloud and have experience to scale up the
application to get optimum throughput.
• Experience in integrating the automation suite with CI/CD pipelines such as Jenkins/TeamCity.
• Hands on experience with Containers & Docker
• Awareness with any of revision control systems like Git/SVN/TFS/VSS etc. along with Bug
tracking, Documentation tools (JIRA, Confluence, Wiki)
• Ability to think ahead and anticipate problems, issues, and solutions, Understand the business
domain and problems and provide appropriate solutions
• Must be a flexible self-starter who can ramp up with new requirements quickly and can adapt to
a growing and evolving team
• Critical Thinker; with good logical and creative problem-solving skills, excellent oral and written
communication skills
• Experience with Agile based product development particularly following Scrum.



RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
QAC#JavaQuality InitiativesSoftware Quality AssuranceGridSeleniumCucumberSpec Flow"|['QA', 'C#', 'Java', 'Quality Initiatives', 'Software Quality Assurance', 'Grid', 'Selenium', 'Cucumber']|QA Architect- Hyderabad|Not Disclosed||2|
887|25|14 days ago|Any Graduate|2 - 7 years|"Job description
Who We Are
For 20 years, we have been working with organizations large and small to help solve business challenges through technology. We bring a unique combination of engineering and strategy to Make Data Work for organizations.
Our clients range from the travel and leisure industry to publishing, retail and banking. The common thread between our clients is their commitment to making data work as seen through their investment in those efforts.
In our quest to solve data challenges for our clients, we work with large enterprise, cloud based and marketing technology suites. We have a deep understanding of these solutions so we can help our clients make the most of their investment in an efficient way to have a data driven business.
Why Work at Softcrylic?
Softcrylic provides an engaging, team-focused, and rewarding work environment where people are excited about the work they do and passionate about delivering creative solutions to our clients.
Softcrylic Work Timing : 12pm to 9.30pm ( Flexible in work timing )

Job Description:
**Analytics Implementation Engineer: **As part of the Engineering group at Softcrylic and supporting the Analytics Division, the Analytics Implementation Consultant is critical for bringing the concepts around data capture to life. You will be working on engagements with a high dependency on data accuracy for decision-making. Must be able to use independent judgement and discretion to accomplish technical tasks. You will be working with our team of onshore and offshore Engineering and Analytics professionals to see the full spectrum and life-cycle of data from data architecture, data capture, reporting and activation. Participate in training/mentoring activities to junior implementation engineers.
Requirements:
Strong JavaScript skills
Strong understanding of front-end development concepts such as CSS, HTML, and loading sequence of page components
Tag management experience with Launch, DTM, GTM, Tealium, or Ensighten
Coding boot camp with emphasis in front-end development, or equivalent experience
Work experience in client, account or project support roles
Expert in analytics implementation techniques using JavaScript, jQuery, JavaScript Object Notation (JSON), and DOM manipulation
Expert of debugging JavaScript calls using browser developer tools and/or extensions
Google Analytics and/or Adobe Analytics implementation and configuration experience, implementation certificates a plus
Experience implementing DMP and/or Site Optimization tools a plus
Mobile SDK analytics implementation experience a plus



RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Adobe LaunchDigital AnalyticsAdobe AnalyticsImplementation"|['Digital Analytics', 'Adobe Analytics', 'Implementation']|Digital Analytics ( Implementation Specialist )|Not Disclosed||2|
888|79|14 days ago|Graduation Not Required|7 - 12 years|"Job description
About the role
The Technical Architect role entails architecting high-performance, scalable, robust, and secure enterprise-grade applications for enterprises and innovative Silicon Valley startups.
Whats in it for you?
Work on greenfield development projects and other niche projects for high-profile enterprises and Silicon Valley startups
Leverage cutting-edge technologies like Blockchain, IoT, and Data Science as you work on projects for leading Silicon Valley startups, and use the latest tech stacks
Architect projects right from start - from effort estimation to delivery and beyond
The freedom to recommend emerging technologies that could be leveraged for client projects and our own product ideas
Speaking of our own product ideas, we run hackathons frequently and conceptualize homegrown ideas - you could propose your ideas or be the one transforming a winning idea into an actual product
We will provide you with the opportunities to upskill and broaden your capabilities - Front End, Backend, Cloud, DevOps, and more

Job requirements
Here’s what you’ll bring
7+ years of total experience
Experience architecting a diverse set of applications. Using multiple technology stacks is a plus
Proven experience in designing and delivering highly scalable architectural solutions
Ensure code quality by continuous evangelization, code reviews, and adopt the right tools
Front End Architects must have expertise in modern platforms like Angular, React, etc. and must have architected highly responsive web apps with good UX and performance

Backend Architects with a strong founding in Java must have solid experience in architecting and developing high-performance scalable server-side solutions that are secure, bug-free, and reusable.
Experience in Java 8 or above
Should have strong experience in decision making and stakeholder management with regard to Design/Technology Choices, Platform Standards
Should have experience in providing direction and high-level architectural blueprints for Platform Development
Should have strong designing knowledge for APIs (Restful / GraphQL API implementations), Microservices and Event-Driven Architecture expertise, containerization, service discovery, service mesh, etc.
Should have a broad knowledge of the Java/J2EE platform, Spring, Maven, Jira, Code repository (Bit Bucket or any tools), Jenkins, GIT, etc.
Core Java with a good understanding of concepts including but not limited to ORM, IOC, AOP, etc.
OR if your strength is JavaScript, you must have a solid grip on the following:
Good understanding of JS concepts on callbacks and closures
Experience in consuming web services (REST) and processing data (JSON)
Experience with SQLite, NoSQL, Redis, or other databases
Proven experience in building API services using NodeJS Express and related frameworks
Good understanding of NodeJS asynchronous runtime
Basic knowledge of various cloud services and deployment components
Outstanding communication and presentation abilities
Good to have
Experience/Certification in any of the cloud platforms like AWS, Azure
Knowledge of cloud services like ECS, EC2, Migration to the Cloud, SQS / SNS, Lambda, etc.
DevOps knowledge and experience using Jenkins, Docker Kubernetes
Experience in any of the monitoring tools like Dynatrace, AppDynamics.
RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Graduation Not Required
Key Skills
JavaMicroservicesWeb Services
AngularjsAopNew Product DevelopmentArchitectureJSONJ2EeNode.JsSpringSolution DesignRestBackendSoftware DevelopmentFrontend DevelopmentCloudJavascriptIOCReact.JsAWS
Skills highlighted with ‘‘ are preferred keyskills"|['Java', 'Microservices', 'Web Services', 'Angularjs', 'Aop', 'New Product Development', 'Architecture', 'JSON', 'J2Ee', 'Node.Js', 'Spring', 'Solution Design', 'Rest', 'Backend', 'Software Development', 'Cloud', 'Javascript', 'IOC', 'React.Js', 'AWS']|Technical Lead/ Architect|₹ 12,00,000 - 22,00,000 P.A.|||
889|134|14 days ago|B.Tech/B.E. in Any Specialization|15 - 18 years|"Job description
ROLE: JAVA ARCHITECT
EXPERIENCE REQUIRED: 15-18 YEARS
JOB LOCATION: NOIDA (CURRENTLY WFH)

REQUIREMENT:
Strong 15-18 years of experience in Java / J2ee development with 4+ years of proven experience as a Technical Architect
Experience in cloud technologies (AWS or Azure)
Able to connect dot of different applications and make solution out of it
Excellent knowledge of web application architecture
Excellent knowledge of OOP paradigms and SOLID principles
E-commerce domain expertise
Ability to work effectively and manage partnerships with all areas and members of the business as well as all levels of the organization.
Excellent analytical, critical thinking, problem-solving and prioritization skills
Strong troubleshooting skills in different disparate technologies and environments
Mentoring team members in projects and helping them keep up with new technologies
Qualifications: Full time B.E / B.Tech. (Computer Science) or MCA from an Institute of repute, preferably from IIT/NITs/IIITs etc.

RESPONSIBILITIES:
Writing and reviewing great quality code
Understanding the clients business use cases and technical requirements and be able to convert them in to technical design which elegantly meets the requirements
Identifying different solutions and being able to narrow down the best option that meets the clients requirements
Writing and reviewing design document explaining overall architecture, framework, and high-level design of the application for the developers
Reviewing architecture and design on various aspects like extensibility, scalability, security, design patterns, user experience, NFRs, etc., and ensure that all relevant best practices are followed
Developing and designing the overall solution for defined functional and non-functional requirements; and defining technologies, patterns, and frameworks to materialize it
Carrying out POCs to make sure that suggested design/technologies meet the requirements

YOU WILL OWN AT WTC INDIA:
A vibrant culture
Agile way of working
Instant access to learning platforms, brown bags, trainings, certifications and more
Growth ramp for your career
Contribute to the community using our Outreach programs
RoleTechnical Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
JavaApplication ArchitectureDesign Patterns
OOPAzureScalabilityWeb TechnologiesCloudJ2EeAWS
Skills highlighted with ‘‘ are preferred keyskills"|['Java', 'Application Architecture', 'Design Patterns', 'OOP', 'Azure', 'Scalability', 'Web Technologies', 'Cloud', 'J2Ee', 'AWS']|Java Architect|Not Disclosed|||
890|52|14 days ago|B.Tech/B.E. in Any Specialization|3 - 8 years|"Job description
Hi

We are hiring for Frontend Developer for one of the Telecom based industry in Gurgaon.

Apply only if you have more 3 years of Experience in React Native , Java / JavaScript , Angular 4+ and Springboot

Roles and Responsibilities

JavaScript experience, including concepts like asynchronous programming, closures, types, and ES6. Experience with Angular 4 & above is must React, React Native, Front end development using various methodologies Development experience designing object-oriented JavaScript HTML/CSS experience, including concepts like layout, specificity, cross browser compatibility, and accessibility

Skills Required

Ability to write client-side code for web-based applications, create fast, easy-to-use, high volume production applications, and develop prototypes quickly. Optimize web applications to maximize speed and scale.

Educational Qualifications

B.E/B.tech/MCA Work

Experience

4-6 Years Industry Product/internet/Ecommerce

CTC - Upto 25 LPA
Location - Gurgaon

RoleDatabase Architect/Designer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
JavaReact NativeAngular
Front Endspringboot
Skills highlighted with ‘‘ are preferred keyskills"|['Java', 'Front End']|Hiring For Frontend Developer - React Native, Java ,Angular 4+,springb|₹ 10,00,000 - 20,00,000 P.A.|||
891|791|14 days ago|B.Tech/B.E. in Any Specialization|5 - 10 years|"Job description
Dear Candidate,

Please share you updated CV ""udhaya.kumar.s@gds.ey.com""

Experience
4 - 9years of experience.
Should have had hands on experience in ML/ NLP
Hands on AI projects would be preferred
Should have had experience in external client facing roles
Good communication skill
Key responsibilities
         Hands-on work and delivery of Advanced analytics/ML/AI projects
         Handle client interactions and client management
         Mentoring of the juniors
Qualifications, Education and Certification
B.Tech / M.Tech /Masters in Statistics, Economics, Computer Science, Robotics, Industrial or Mechanical Engineering or related areas
Excellent knowledge in statistical techniques and advanced machine learning algorithms - regression, classification, clustering, time series, decision trees, NLP etc
Expert in Python/R coding
Knowledge in Neural Networks/ Deep Learning/ AI would be added advantage
Excellent communication, consulting & project management skills


Udhaya kumar | TA2
Ernst & Young GDS LLP
Global Delivery Services
RMZ Infinity | Tower D | 8th Floor | Municipal No-3 | Old Madras Road | K R Puram | Bangalore,
9043475851 I Udhaya.kumar.s@gds.ey.com
Website: http://www.ey.com
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
Key Skills
RNLPText AnalyticsArtificial IntelligenceClassificationNeural NetworksDecision TreesMachine LearningDeep LearningPython"|['R', 'NLP', 'Text Analytics', 'Artificial Intelligence', 'Classification', 'Neural Networks', 'Machine Learning', 'Deep Learning', 'Python']|Senior Data Scientist|Not Disclosed|||
892|43|14 days ago|Any Graduate|7 - 12 years|"Job description
Remote to start and once the environment changes, the candidate will be located in the Bangalore office.

Our large, Fortune Technology client is ranked as one of the best companies to work with, in the world. The client fosters progressive culture, creativity, and a Flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader.
Working with Multi system landscape architecture and integration aspects between heterogeneous system technologies, in the areas of Implementation with SAP ABAP skills.
Technical development on SAP OTC/SD/BRIM (Order Management, Pricing, Billing), and SAP FI-CO, FI-CA etc.
Write SAP code, such as ABAP, oData, Restful API, Fiori, SAPUI5, CDS, CPI, Advanced ABAP, and ABAP Extensions.
Use modern S4 software development tools like Hana studio, WebIDE. performance tuning of the HANA models.
Designing, developing, and testing SAP ERP application extensions, including customized reports, utilities, interfaces, and forms, using a combination of ABAP reports, function modules, classes and methods, BAPIs, BADIs, enhancements, ALE/IDOCs, workflow, forms development (SAPScript, SmartForms, and Adobe Forms) and other SAP technologies
Using functional and technical skills to translate business requirements into cohesive technical specifications and strong solutions
Develop third-party integration with SAP ECC, S4 using tools like CPI, MuleSoft
Build integrations into legacy applications, develop using Fiori applications, SAP Gateway and integration of SAP with JAVA/HTML applications
Using communication skills to collaborate with other Agile developers, analysts, and business partners in remote locations to gather requirements, provide status updates, participate in code
reviews and team meetings, and collaborate on cross-platform data sharing solutions
Working closely with the Basis team to monitor, test and tune application components for optimized performance and integration
Participation in code reviews and in on-going improvements to development standards and
methodologies
Helping other developers to grow technically and professionally
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Temporary/Contractual
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
BadisIDOCSOdataAdobe FormsSapui5Sap FioriSmartformsFunction ModulesSAP ScriptsBAPIsAleHana"|['Badis', 'IDOCS', 'Odata', 'Adobe Forms', 'Sapui5', 'Sap Fiori', 'Smartforms', 'Function Modules', 'SAP Scripts', 'BAPIs', 'Ale', 'Hana']|SAP S4 HANA Developer|Not Disclosed|||
