|Doctorate :|Job Applicants:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:
943||39|Any Postgraduate, M.Tech in Electronics/Telecommunication|30+ days ago|Any Graduate, B.Tech/B.E. in Production/Industrial|3 - 5 years|"Job description
Must Have Skills:
Completed a BTech/ MTech in Computer Science / IT from a renowned University with at least 80%
Sound knowledge of Data Structures and Algorithms
Excellent Programming skills in one of C/C++
Knowledge of virtualization, cloud native concepts
Demonstrated design, development skills in your College Project(s) and internships
Excellent spoken and written English communication
Drive to learn fast and work hard
Nice to Have Skills:
Hands on scripting -Python/Shell
Education
Bachelor s degree in Engineering or Computer Science is required. Master s degree is a plus
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate, B.Tech/B.E. in Production/Industrial
PG :Any Postgraduate, M.Tech in Electronics/Telecommunication
Key Skills
WirelessComputer scienceTelecom3GAgileData structuresVirtualizationOperationsAnalyticsPython"|['Wireless', 'Computer science', 'Telecom', '3G', 'Agile', 'Data structures', 'Virtualization', 'Operations', 'Analytics', 'Python']|Parallel Wireless - 3G Stack - Fresher ( Dev )|Not Disclosed|1
944||Less than 10|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Production/Industrial|7 - 8 years|"Job description

Role Objective
We are looking for a highly skilled Software Architect to make intuitive high-level decisions for software development. He/she shall be responsible for creating architectural approaches for software design and implementing the same by guiding the development team
Role Responsibilities
Working with developers for software development and coding in various languages like Java, Scala, Python
Collaborating with other professionals to determine functional and nonfunctional requirements for new software or applications
Creating the architecture for software design and implement the same along with the development team
Usage of prior working experience in -
o AI/ML
o Technologies like Spring, Spark, Kafka, Elastic search etc
o Web technologies like AngularJs, Reactjs, Nodejs

Qualification & Experience
Essential/ Desirable
Work Experience
7-8 years of work experience in designing the architecture of a successful software & implementing the same. E-Commerce sector experience shall be preferred
Essential
Experience in
1. Technologies like Spring, Spark, Kafka, Elastic search etc
2. Web technologies like AngularJs, Reactjs, Nodejs
3. AI/ML
Essential
Knowledge/ Skills
Excellent in communication & people management skills
Essential
High level of ownership, willingness to set up things from scratch
Essential
Education
B-Tech from Tier 1 colleges (IITs / NITs / BITS Pilani/ DCE)
Essential
RoleTechnical Architect
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Production/Industrial
PG :Post Graduation Not Required
Key Skills
Software designWeb technologiesArchitecturePeople management skillsCodingsparkE-commerceangularjsSpringPython"|['Software design', 'Web technologies', 'Architecture', 'People management skills', 'Coding', 'spark', 'E-commerce', 'angularjs', 'Spring', 'Python']|Architect|Not Disclosed|1
945||37|Post Graduation Not Required|30+ days ago|Any Graduate|1 - 6 years|"Job description
An ideal candidate should have the following skills:
1+ year(s) of experience in PHP development with a strong command of object-oriented principles.
Strong foundation in computer science, with strong competencies in data structures, algorithms and software design
Deep understanding of PHP and MySQL, UI paradigms and knoweldge of CSS,JS and frameworks such as bootstrap is a plus.
Hands on experience in GIT, BitBucket and any other version control tools.
Experience integration with RESTful API backends
Desire to work in a fast-paced, agile, collaborative environment.
Take full responsibility for the project that is assigned and taking a project from start to finish.
Ability to multi-task and work efficiently under pressure.
Knowledge of CMS Customization or Open source frameworks like Wordpress, Joomla, Codeigniter, and Laravel would be an added advantage.
Working knowledge of MVC architecture.
Responsibilities:
Writing clean, fast PHP to a high standard, in a timely and scalable way.
Producing detailed specifications.
Troubleshooting, testing and maintaining the core product software and databases.
A good team player capable of delivering excellent results under pressure and adhere to strict deadlines.
Induction and training
You will get a friendly, fun-loving and learning environment.
You will get daily challenges and an opportunity to work on new technologies
Freedom to experiment, learn, implement new tactics and grow yourself.
5 days working with Saturday and Sunday fixed off
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Software designMySQLWordpressCMSAgilePHPData structuresTroubleshootingOpen sourceJoomla"|['Software design', 'MySQL', 'Wordpress', 'CMS', 'Agile', 'PHP', 'Data structures', 'Troubleshooting', 'Open source', 'Joomla']|PHP Developer|Not Disclosed|1
946||45|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Production/Industrial|5 - 10 years|"Job description
Core Java (Must be good in Core Java concepts, Java Programming Practices, Clean Coding).
Spring Framework (Must have working experience in Spring Core).
Any SQL framework (Must have working experience in any of these: Hibernate / JPA / MyBatis / Spring Data / Others).
REST API (Must have working experience developing REST API).
SQL Database (Must have working experience with any of the databases: Oracle / MySQL / PostgreSQL / SQLServer).
Git (Must have working experience with basic GIT).
Maven or Gradle (Must have working experience in building Java projects using maven or Gradle).
Should be able to work independently under guidance.


DESIRED SKILLS:
Advanced Java (Threading, Performance Optimization).
Spring Boot.
Other Spring frameworks (Spring Security, Spring Batch, Others).
Microservices Any NoSQL database (MongoDB, Cassandra, Others).
Application designing concepts
RoleSoftware Developer
Industry TypeBPO / Call Centre
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Production/Industrial
PG :Post Graduation Not Required
Key Skills
MavenHibernateCore JavaGITCodingPostgresqlMySQLJPAMongoDBOracle"|['Maven', 'Hibernate', 'Core Java', 'GIT', 'Coding', 'Postgresql', 'MySQL', 'JPA', 'MongoDB', 'Oracle']|Java Developer|Not Disclosed|1
947||Less than 10|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 2 years|"Job description
Technical Skills Required :
.Net, MVC, ASP.NET, C#, SQL Server, Angular JavaScript, jQuery, JavaScript
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
c#serverrestc++Ctechnicalintegration PHPHTMLjavascriptjquerysqlTechnical product configurationjavauidesignMySQLJavaScriptasp.net.netdevelopermvcnetasp"|['c#', 'server', 'rest', 'c++', 'C', 'technical', 'HTML', 'javascript', 'jquery', 'sql', 'java', 'ui', 'design', 'MySQL', 'JavaScript', 'asp.net', '.net', 'developer', 'mvc', 'net', 'asp']|Dot Net Developer|Not Disclosed|1
948||21|Post Graduation Not Required|30+ days ago|Any Graduate|6 - 10 years|"Job description

Job Description
Experience in Architecture Design implementing Adobe AEM (CQ) V6.0 / 6.1 / 6.2 in large scale environments (global) for development migration.
Experience with designing / developing for AEM 6.2 social communities.
Solid experience with AEM building blocks including templates, components, dialogs, widgets and bundles. Experience developing applications, templates, and components for the Adobe CQ product (WCM, DAM, CRX);
Experience on Java Content Repository (API) suite, Sling web framework and Apache Felix OSGi framework, DAM, Workflows is required.
Minimum of 10 years of strong Java / J2EE development hands-on experience.
Design, develop and support AEM components, integrations and applications
Extensive experience in executing large projects to build enterprise applications using Adobe AEM and Adobe Marketing Cloud Campaign, Analytics, DTM Target
Architected Enterprise Solutions for large customers
Deep knowledge and understanding of the following: JCR, Apache Sling, Apache Felix, OSGi, REST, Javascript, jQuery, AJAX, JSON, HTML5, CSS3.
Experience with Responsive Web Design for AEM
Hands-on Experience with RESTful web services
Experience with open source frameworks such as Spring, Hibernate, Velocity, etc.
Strong analytic mindset with good troubleshooting skills
Experience creating presentations and technical design documents
Experience on proposal, design solution approach, estimations on AEM
RoleTeam Lead/Technical Lead
Industry TypeManagement Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
restcssweb serviceshtml5hibernateApacheTroubleshootingajaxjavascriptjqueryspringcloudjavaTechnical designEnterprise applicationsj2eejsonhtmlOpen source"|['rest', 'css', 'web services', 'html5', 'hibernate', 'Apache', 'Troubleshooting', 'ajax', 'javascript', 'jquery', 'spring', 'cloud', 'java', 'Technical design', 'Enterprise applications', 'j2ee', 'json', 'html', 'Open source']|AEM Senior Technical Lead|Not Disclosed|1
949||66|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 5 years|"Job description
Candidate should be Graduate or above and having experience in same field.
Full-scale design and development of WordPress websites.
Designing website architecture and page formatting, following best practices for SEO and UX.
Applying custom styling to Wordpress themes, based on customer branding, needs, and desires.
Building sites that meet current SEO standards and guidelines.
Applying custom functionality, as needed, either using pre-built plugins or coding by hand.
Achieve website completion and launch.
Support the development team for ongoing website changes and technical support when necessary.
Manage Wordpress updates, theme updates, plugin updates, on-site security.
Should have strong HTML / CSS skills.
Job timing : 10AM to 7PM.
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
CSSArchitectureCodingWordpressHTMLManagementSEOTechnical support"|['CSS', 'Architecture', 'Coding', 'Wordpress', 'HTML', 'Management', 'SEO', 'Technical support']|Wordpress Developer|Not Disclosed|1
950||103|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 2 years|"Job description
Job Description : Generate software user instruction documents, effective manner

Ensures documentation meets existing format, content and style guidelines.

Needs to be able to describe complex processes such as installation, features and functioning in clear English for consumers of the software or products

Set up review meetings to collect feedback from developing team.

Develops and implements document styles and standards as needed. Profile : Should have the mix of technical knowledge, technical writing skills, Web skills, and creativity to deliver this documentation in the format best suited for various audiences.

Should have excellent communications skills and people skills to work with and obtain information from technical team members.

Should also be able to work with developers to be sure they have a good understanding of the product they are writing about to convey all the important information about it to the end user.
Qualifications Graduates with Sound Knowledge in English. 1- 2 years related experience in Portals / Online Media / Advertising Agencies as a Content Writer. No. of Posting Competitive pay best in the Industry.
RoleTechnical Writer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategoryQA/Testing/Documentation
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
EnglishOnline mediaInstallationTechnical writingWriting skillsContentTeam developmentSoundSetupBusiness Executive"|['English', 'Online media', 'Installation', 'Technical writing', 'Writing skills', 'Content', 'Team development', 'Sound', 'Setup', 'Business Executive']|Content Writer|Not Disclosed|1
951||Less than 10|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|1 - 4 years|"Job description
Skills:
WP / Magento / Shopify / Drupal / Joomla and Core PHP or any framework (Any 2 skills)
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
restc++Cintegration PHPjoomlaHTMLTechnical product configurationdrupaldesignMySQLJavaScriptphpdevelopermagento"|['rest', 'c++', 'C', 'joomla', 'HTML', 'drupal', 'design', 'MySQL', 'JavaScript', 'php', 'developer', 'magento']|Php Developer|Not Disclosed|1
952||Less than 10|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|2 - 4 years|"Job description
Description :

Oopies is seeking talented and experienced people to join our growing technical team. Ideal candidates will have experience with a large gamut of development technologies, including ASP, XML, and Ajax. Candidates will provide solution architecture and team leadershi for developing internet solutions that drive business or automatate business for medium to enterprise corporations.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
developmentsolution architecturedtechnicalxmltalenteddevelopingajax netasparchitecture"|['development', 'solution architecture', 'd', 'technical', 'xml', 'developing', 'asp', 'architecture']|DOT NET Developer|Not Disclosed|1
953||97|MBA/PGDM in Any Specialization|30+ days ago|Any Graduate|3 - 4 years|"Job description

• Roles & Responsibilities :
• Support and contribute to consulting assignments through
• Primary and Secondary research through:
• Data collation, interpretation and analysis
• Presentation / Report preparation
• Creation and application of consulting & research frameworks
• Gaining a holistic view of the consulting project
• Focused quality research to arrive at a well framed and thought solution for the client.
• Create a competitive advantage through consumer and market understanding.
• Provide direction to outside agencies and internal resources in the design and implementation of research programs, processes, and result analysis and reporting.
• Support primary consumer research to identify, analyze, track, and report actionable consumer insights to key business stakeholders so as to support key business initiatives.
• Manage on- going consumer data and tracking services, perform routine and extraordinary analysis, and ensure appropriate reporting access, formats, and analysis for all business functions.
• Support the communication of key facts, trends, and implications via systematic reports, scheduled presentations, and ad- hoc support for key marketing initiatives.
• Should have fair understanding of IT/ Technology sector, Cloud computing, Big Data, GTM strategy, Market sizing, Market Assessments ?.
• Assist in business development activities by participating in the preparation of project / work proposals
• Work in collaboration with team members and ensure superior deliverable
• Own small consulting engagements as an individual contributor or individual work streams in larger consulting engagements
• Guide junior consultants in their day to day research and analysis activities
• Assist in business development activities by preparing project / work proposals
• Work in collaboration with team members and ensure superior deliverables?

• Desired skills and other requirements :
• Technical and Functional Knowledge
• Analytical Skills
• Problem Solving Skills
• Research Orientation
• Excellent verbal and written communication skills
• Proficiency in MS Office?

• Behavioral traits:
• Demonstrate Teamwork
• Positive Attitude with a flexible approach
• Good Interpersonal skills
• Integrity, Accountability and Ownership
• Ability to chase a revenue and receivable target
• Willingness to learn and proactive in exploring new areas relevant to current business.
• Take initiative in completing tasks that are assigned
• Demonstrate innovation in obtaining information that is hard to find

RoleBusiness Analyst
Industry TypeManagement Consulting
Functional AreaStrategy, Management Consulting, Corporate Planning
Employment TypeFull Time, Permanent
Role CategoryCorporate Planning/Consulting/Strategy
Education
UG :Any Graduate
PG :MBA/PGDM in Any Specialization
Key Skills
secondary researchconsumer research developmentconsultingproactivecloud computingtrackingresearchms office"|['secondary research', 'consumer research', 'consulting', 'cloud computing', 'tracking', 'research', 'ms office']|Senior Consultant|Not Disclosed|1
954||20|Post Graduation Not Required|30+ days ago|B.Tech/B.E. in Computers|2 - 3 years|"Job description
Pavian Computer Systems is looking?to hire talented .Net developer who is responsible for?Developing web- based applications on Microsoft?Technologies using ASP .Net, VB.Net/ C#.Net, SQL?Server, Web Services, AJAX, JavaScript.Designing, ?coding, debugging, technical problem solving.

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Post Graduation Not Required
Key Skills
comservertechnicaldevelopingmicrosoftvb.netajaxasp netsqlcodingjavawebdesignc netdebuggingnet c netnetc#net vb netcvbjavascriptsql serverapplicationservice.netdeveloperplc#.netaspapplications"|['com', 'server', 'technical', 'developing', 'microsoft', 'vb.net', 'ajax', 'asp net', 'sql', 'coding', 'java', 'web', 'design', 'debugging', 'net', 'c#', 'c', 'vb', 'javascript', 'sql server', 'application', 'service', '.net', 'developer', 'pl', 'c#.net', 'asp', 'applications']|DOT Net Developer|Not Disclosed|1
955||Less than 10|Any Postgraduate, MCA in Computers|30+ days ago|B.Tech/B.E. in Computers|5 - 10 years|"Job description
Qualification: B.E/ B.Tech/ MCA (Qual only BCA/ BSc not preffered) Skills & Experience: 5- 9 (relevant exp must be 5 working as Android Developer) Notice Period: Immediately Joined/ 15 days Work Location: Madhapur, Hyderabad Salary: As per market standards Job Description: Experience in Leading Mobile Platform Experience in develop 10 applications Proficient in JAVA. Proficient in Android Sqlite Very good in Android Animations. Experience with Networking in Android.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Computers
PG :Any Postgraduate, MCA in Computers
Key Skills
b techmarketbcajavabscsqliteb eandroidmobilenetworkingmcaapplications"|['b tech', 'market', 'bca', 'java', 'bsc', 'sqlite', 'b e', 'android', 'mobile', 'networking', 'mca', 'applications']|Senior Android Developer|Not Disclosed|1
956||144||4 days ago|Any Graduate|2 - 7 years|"Job description
Hiring for International Voice Service desk role
Should have Experience in Troubleshooting -L1,L2,L3 & Active Directory
Experience in General Troubleshooting
Troubleshooting on Microsoft 365
Should have worked on International BPO

Required Candidate profile
Call Hr Simran 9372897482
Call Grisha 8169644461
RoleAssociate/Senior Associate -(Technical)
Industry TypeBPO / Call Centre
Functional AreaITES, BPO, KPO, LPO, Customer Service, Operations
Employment TypeFull Time, Permanent
Role CategoryVoice
Education
UG :Any Graduate
Key Skills
BPOTechnical SupportService Desk
VoiceInternational BPO
Skills highlighted with ‘‘ are preferred keyskills"|['BPO', 'Technical Support', 'Service Desk', 'Voice', 'International BPO']|Hiring For Service Desk role - Pune location salary up To 6lpa|₹ 2,00,000 - 5,50,000 P.A.|
957||16||4 days ago|B.Tech/B.E. in Mechanical, Metallurgy, Mineral, Electrical|20 - 25 years|"Job description
BE / BTECh in Mech/ Metall/ Elect Eng, min 20+ yrs exp in SMS and Hot Rolling Mill - long product TMT rebar and strip mill etc. knowldg. of which min 5 yrs as Sr. Mgr /DGM position in SMS and RM.

Apply dir : Africa@interscoperd.com
Sub: DGM-SMS/RM.

Required Candidate profile
Familiar with megatherm, electrotherm, and inductotherm INDUCTION furnaces.
Troubleshoot and smooth opertn of CCM
Know of SCADA , Pouring , Rolls hop, CNC, Notching, scrap, Charging calcul etc.

Perks and benefits
Free Accom + Free Transport + Other Expat benefit
RoleHead/VP/GM-Production/Manufacturing/Maintenance
Industry TypeIron & Steel
Functional AreaProduction, Manufacturing, Maintenance
Employment TypeFull Time, Permanent
Role CategorySenior Management
Education
UG :B.Tech/B.E. in Mechanical, Metallurgy, Mineral, Electrical
Key Skills
Hot Rolling Milliron and steelsteel melt shop
tube millinductotherm induction furnaceRolling MillBlast FurnaceCcmelectrothermmegathermRCARebarAutom steel millDGM SteelMechanicalSMSSlittingTMT
Skills highlighted with ‘‘ are preferred keyskills"|['Hot Rolling Mill', 'tube mill', 'Rolling Mill', 'Blast Furnace', 'Ccm', 'RCA', 'Rebar', 'Mechanical', 'SMS', 'Slitting', 'TMT']|For East Africa - DGM Technical - Hot rolling Mill & SMS|$ 30,000 - 35,000 P.A.|2
958||52|Post Graduation Not Required|30+ days ago|Any Graduate|6 - 10 years|"Job description
Responsibilities
You utilize Big Data and Machine Learning to build predictive models that support
decision-making processes, customer experience, and various business initiatives
You conduct Data Science research on business-critical topics
You are a hacker; you can connect multiple Data Science modules and algorithms to
join and build a required Data Science Offering.
You monitor performance and continuously improve zeotap's live production Data Science models
You execute prescriptive data analyses and models that drive business and functional decisions in Product and Marketing
Requirements
At least 7 years of experience with Strong knowledge and track record of stats/ML techniques.
Master's degree in a quantitative discipline with Focus on Machine Learning.
Extremely strong in Data Structure and Algorithms.
An excellent coder with knowledge of Python/ Py-spark, Tensorflow or Py-Torch.
Experienced in end to end data science delivery with clear fundamentals in DataStructure and Algorithms.
Develop and implement scenario analysis using various statistical models.
Should be hands-on and able to tune models and write algorithms from scratch or from research papers.
Able to guide/mentor a team of 2 to 3 data scientists
Strong analytical and problem-solving skills.
Thrives in a collaborative team working environment.
He/She enjoys working at a pace.
The customer-centric mindset with a can-do attitude.
Big data experience is plus.
What we Offer
Competitive compensation and attractive perks
Health Insurance coverage
Flexible working support, guidance and training provided by a highly experienced team
Fast paced work environment
Work with very driven entrepreneurs and a network of global senior investors across telco, data, advertising, and technology
RoleTechnical Architect
Industry TypeFilm / Music / Entertainment
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Health insurancedata scienceAnalyticalISO 27001Machine learningManager Technologydata privacybig dataAnalyticsPython"|['Health insurance', 'data science', 'Analytical', 'ISO 27001', 'Machine learning', 'data privacy', 'big data', 'Analytics', 'Python']|Principal Data Scientist|Not Disclosed|1
959||354|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 3 years|"Job description
Experience:
Tech and Product enthusiast who has strong understanding and is willing to shape, drive and implement product design at Paytm Money
Min 3 year of experience as Software Engineer in a B2C startup / company preferably in a fin-tech startup.
Degree in Computer Science or equivalent education / experience.
Have successful track record of building scalable software system.

Skills:
Design and build scalable SOA/Microservices with Java and Spring
Experience with Elasticsearch, AWS
Knowledge of Go, Rust, Scala, Python or AngularJS/React a plus
Adept at delivering features through build, test and deployment automation
Extremely outcome oriented, knows clearly why things have to be done can clearly articulate the
expected outcome and bring people on board to achieve it.
Entrepreneurial drive and have hands-on experience in creating products which solves users
problem.
Good at defining standards and best practices for how the code is developed
Good at Design patterns, Algorithms and Data structures.
Have outstanding leadership skills, excellent people/communication and negotiation skills
RoleTeam Lead/Technical Lead
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Computer scienceAutomationBackendSOASCALAData structuresTechnical LeadDeploymentProduct designPython"|['Computer science', 'Automation', 'Backend', 'SOA', 'SCALA', 'Data structures', 'Technical Lead', 'Deployment', 'Product design', 'Python']|Technical Lead - Backend|Not Disclosed|1
960||380|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 7 years|"Job description
Work closely with the Development Manager and play a leading role in the development team to implement technical solutions meeting business requirements
Liaise with senior technical staff to explore and suggest strategic technical solutions
Take responsibility for comprehensive unit and functional test coverage to ensure code quality
Code with future proofing and re-usability of code in mind and to be aware of the effects of certain coding practices.
Contribute to software development design discussions for new features and new product development.
Review the code of team members.
Help analyse and solve technical issues impacting web infrastructure
Advise Development Manager to aid planning of resources and timescales in relation to project deliverables
Monitor work against the production schedule and produce progress updates, resolve issues or technical difficulties on a regular basis
Be responsible for work quality and process as well as that of the wider team, ensuring it meets the technical standards
Take responsibility for technical documentation, ensuring that all work carried out is tested, well documented, and accessible to all parties
To relevant design, coding and documentation standards as required
To ensure appropriate quality standards are applied to all design and development work
Learn new and keep abreast of existing technologies and to a variety of projects as required
Desired skills :
2+ years of experience with in JAVA (Core and Advanced).
Hands-on experience working on Core JAVA, JSP, Servlets, Java script, Struts/Spring, Apache & Tomcat, and JQuery.
Working experience with Angular JS is mandatory (Angular JS 4)
Having experience on Multi-threading, web services is added advantage.
The ability to work in a fast, agile and nimble environment with frequent change
Exposure working on Linux environment is highly preferred.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
jQueryMultithreadingWeb servicesLinuxCodingAgileJavascriptStrutsNew product developmentTechnical documentation"|['jQuery', 'Multithreading', 'Web services', 'Linux', 'Coding', 'Agile', 'Javascript', 'Struts', 'New product development', 'Technical documentation']|Java Web|Not Disclosed|1
961||24|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 5 years|"Job description
In this role, you can expect to:
Obsess over the details of visual to create simple yet intuitive applications
Partner with engineers to ship pixel-perfect designs
Ship, measure and improve your designs based on quantitative and qualitative data
Employ storytelling to make strong recommendations for problems worth solving
Skills that will set you up for success:
Proven record of creating web & mobile interfaces
A strong grasp of design and prototyping tools (at Obvious, we use Figma)
Deep understanding of interaction design patterns and platform guidelines
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Strategy consultingWeb technologiesInteraction designManager TechnologyE-commerceSatellite communicationLogisticsVisual Design"|['Strategy consulting', 'Web technologies', 'Interaction design', 'E-commerce', 'Satellite communication', 'Logistics', 'Visual Design']|Product Designer|Not Disclosed|1
962||Less than 10|Post Graduation Not Required|30+ days ago|Any Graduate|5 - 10 years|"Job description
As a full stack engineer within one of our product engineering teams along with your team and product owner you will be responsible for imagining, building, deploying and running one or more of these products.
You will own the future of this product, ensure its quality, and get to see the impacts of your efforts for many people in their everyday lives.
We are looking for passionate individuals who want to make a difference in the world, have a strong will of constant learning and development, are open and collaborative, and never stop striving to improve and develop both themselves and the products they are responsible for.
Some of your Responsibilities Include:
Working with your team and product owners to refine and develop the product direction and implementation.
Writing great quality, scalable, and maintainable code.
Ensuring all codes are thoroughly covered by automated tests, and all features meet quality checks before deployment.
Deploying, monitoring, maintaining, and fixing products in production.
Contributing to the constant improvement of practices and processes in the team.
Minimum Qualifications:
You have at least 5 years of professional experience in a similar role developing Dkatalis Labs high quality software.
Excellent in at least one of the following languages (NodeJs) and excited to learn new languages/technologies.
Hand on experience on React- native, Android or Flutter.
Communicate, collaborate, and work effectively across distributed teams in a global environment.
RoleSoftware Developer
Industry TypeBanking
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Product engineeringfinancial productsArtificial IntelligenceService industryManager TechnologyDeploymentCredit ratingMonitoringFinancial servicesAndroid"|['Product engineering', 'financial products', 'Artificial Intelligence', 'Service industry', 'Deployment', 'Credit rating', 'Monitoring', 'Financial services', 'Android']|Node JS - FullStack Developer|Not Disclosed|1
963||10|Post Graduation Not Required|30+ days ago|Any Graduate|8 - 12 years|"Job description
- ReactJS, JavaScript, HTML5, Docker and CSS, Java, Spring
- Must be able to handle team size of 5 to 20 people
- Should be able to manage client
- Technical Lead - Full stack lead with knowledge in ReactJS, JavaScript, HTML5, CSS, Spring, Spring boot, microservices, Docker, MySQL and AWS experience.
Experience Level : 8 to 12 years
RoleTeam Lead/Technical Lead
Industry TypeManagement Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
spring bootCSShtml5Social mediaMySQLJavascriptTechnical LeadConsultancyAnalyticsmicroservices"|['spring boot', 'CSS', 'html5', 'Social media', 'MySQL', 'Javascript', 'Technical Lead', 'Consultancy', 'Analytics', 'microservices']|Java -Full Stack Lead|Not Disclosed|1
964||268|Post Graduation Not Required|30+ days ago|Any Graduate|1 - 4 years|"Job description
Looking for business analyst with strong business analysis, documentation, analytical, communication skills and knowledge of Agile methodologies in Logistics and Supply Chain Management domain.
Candidates with a B1B2 US visa will be preferred, for work travel to the US.
The client a logistics and supply-chain technology product and solutions firm with offices in US and Gurgaon, India.
RoleBusiness Analyst
Industry TypeManagement Consulting
Functional AreaIT Software - Other
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Supply chain managementBusiness AnalystBusiness analysisSocial mediaAnalyticalAgileManager TechnologyConsultancyAnalyticsLogistics"|['Supply chain management', 'Business Analyst', 'Business analysis', 'Social media', 'Analytical', 'Agile', 'Consultancy', 'Analytics', 'Logistics']|Business Analyst|Not Disclosed|1
