|Job Applicants:|Posted:|UG :|experience|job_desc|key_skills|position|salary|Openings:|PG :|Doctorate :
132|403|17 days ago|Any Graduate|4 - 8 years|"Job description
• Overall 4+ years of experiences in Automation Testing
• 2+ years of solid Experience on Native Mobile App Testing using Automation
• Familiar with HockeyApp Crash Analytics, and Visual Studio App Center
• Exceptional knowledge on Selenium/Appium and BDD Tools Automation Framework development experience for Native or Hybrid or Web Applications
• Should have developed automation scripts for Mobile Native applications on iOS and Android platforms using Appium
• Should have knowledge on integrating Appium tests on the cloud
• Development experiences with .NET, C#, ASP.NET MVC with other Microsoft Tools and Technologies is a plus
• Ability to work in a global and virtual environment and to effectively prioritize and execute tasks in a fast-paced environment.
• Ability to work in a fast-paced environment; utilize sound judgment with an ability to manage multiple priorities with a sense of urgency

RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Mobile Testing Appium Automation TesterAutomation"|['Automation']|Automation Tester|Not Disclosed||Any Postgraduate|Doctorate Not Required
133|40|17 days ago|B.Tech/B.E. in Any Specialization, BCA in Computers|4 - 7 years|"Job description
Experience : 4-7 years

Location - Mangalore/Bangalore

Required Skills :

- Proficient understanding of web markup, including HTML5, CSS3

- Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS

Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery

- Good understanding of asynchronous request handling, partial page updates, and AJAX

Proficient understanding of Responsive Design, compatibility UI's for Desktop, Tablet, and Phone.

- Proficient understanding of cross-browser compatibility issues and ways to work around them.

- Proficient understanding of code versioning tools, such as {{ Git, Bit bucket}}

- Good understanding of Accessibility and ensuring that the application will adhere to them.

- Good understanding of Depending on the specific case, a developer should have the knowledge of advanced JavaScript libraries and frameworks, such as AngularJS ( nice to have).

Responsibilities :

- Develop new user-facing features

- Build reusable code and libraries for future use

- Ensure the technical feasibility of UI/UX designs

- Optimize application for maximum speed and scalability

- Assure that all user input is validated before submitting to back-end

- Collaborate with other team members and stakeholders

RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization, BCA in Computers
Key Skills
AngularJSLESS/SASSjQueryHTML5JavascriptHTMLCSS3"|['AngularJS', 'jQuery', 'HTML5', 'Javascript', 'HTML', 'CSS3']|HTML Developer - JavaScript|Not Disclosed|||
134|125|17 days ago|B.Tech/B.E. in Any Specialization, BCA in Computers|4 - 6 years|"Job description
What you should have :

- 3 to 6, years of experience in Test Automation.

- Good working experience on core java.

- Hands-on experience in Mobile Automation Testing(Android & iOS) APPIUM

- Good working knowledge on API Test Automation with rest assured.

- Familiarity with SQL and Unix/Linux.

- Fitness tool experience is an added advantage.

- Should be able to make recommendations, build and maintain automation frameworks.

- Should be able to convert manual test cases to automation.

- Good analytical skills, self-driven and good interpersonal skills to work with different teams.

- Be a team player in a global team that works round the clock to meet customer needs.

- Knowledge of AWS/Cloud would be a plus.

What you will do :

- Develop test scenarios and test cases from product requirements and design documents.

- Strong knowledge of quality engineering principles, Ability to come up with Test strategy and test design for complex software products on scaling and performance.

- Follow Quality Control processes according to the Industry Standard practices.

- Identify and document software defects in a clear manner, and retest resolved defects in a timely manner.

- Test features end-to-end using browsers, mobile apps, system tools, databases and JEE servers.

- Take initiative and work independently to meet organizational priorities.

- Be a team player in a global team that works round the clock to meet customer needs.

- Assertive communication and the ability to influence cross-functional stakeholders to take the right decisions.
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization, BCA in Computers
Key Skills
JavaPerformance TestingAutomation Testing ToolsMobile TestingAutomation TestingAppiumTest StrategyTestingSQL"|['Java', 'Performance Testing', 'Mobile Testing', 'Automation Testing', 'Appium', 'Test Strategy', 'Testing', 'SQL']|Mobile Tester - Java/SQL/Appium|Not Disclosed|||
135|127|17 days ago|B.Tech/B.E. in Any Specialization, BCA in Computers|1 - 4 years|"Job description
- At least 1to 3 years of core Android App development experience required.

- Cora Java Expert, Experience with Android SDK, JNI Development, NDK, C++, Kotlin

- Should have in-depth knowledge of audio framework concepts

- Good understanding of memory management, network interaction, concurrency, and multi-threading

- Knowledge of middleware audio flinger audio policy manager android HAL, media server audio server, Android Audio Framework Architecture

- Experience in QoE tools, android Debugging.

- Experience with GitBitbucket, Jira, and Jenkins tools.

- Experience working in agile environment.

Must Have :

- Solid understanding of JavaKotlin, Firebase, API-Integration, experience in Reactive programming, Asynchronous programming, having excellent debugging and memory optimisation skills, experience of publishing apps on play-store, knack for good user experience

Good to have : candidates with experience in videoaudio editing preferred, hands on with client side caching and other performance optimisations enhancements.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization, BCA in Computers
Key Skills
FirebaseJavaC++Android NDKMobile App Performance OptimizationMobile App DesigningSDKKotlinAndroid"|['Java', 'C++', 'SDK', 'Android']|Android Developer - Java/Kotlin|Not Disclosed|||
136|18|17 days ago|B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization|4 - 9 years|"Job description
Skills required:

Minimum 4 years’ experience with full life-cycle implementation of D365FO/AX SCM module (AX 2012 R3/D365)

Demonstrated knowledge and experience in SCM best principles and practices and methodologies

Experience and strong working knowledge across Inventory, Warehousing, TMS, Distribution, etc.

Understand how to build and maintain positive client and peer relationships.

Demonstrate capabilities in evaluating new techniques and utilizing the key elements

Demonstrate strong communication skills (written and verbal)

Prepared for some international travel as required
RoleFunctional Outside Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Client/Server Programming
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization
PG :M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization
Doctorate :Doctorate Not Required
Key Skills
AX Functional Consultant DistributionD365AX 2012 R3 TMSAX SCM D365FO WarehousingSCM Inventory"|['SCM']|AX Functional Consultant (SCM)|Not Disclosed||M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization|Doctorate Not Required
137|20|17 days ago|BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization|10 - 20 years|"Job description
Skills required:

Deep understanding of the Microsoft Dynamics AX platform

Possess skills to architect solutions that deliver results for our clients.

Interface with customer project stakeholders, including C-level management and directors, to elicit business and functional requirements.

Function as a subject matter expert for application design, feature optimization, availability, scalability, user experience, visualization, and data integrity

Develop functional specification designs including definition of functional requirements and business scenarios.

Drive the effective transition of requirements to delivery and development consultants, ensuring a clear and complete understanding of the requirements for a successful delivery to end customer?

Participate and/ or lead quality management reviews including designs, prototypes, and other stages of project to ensure requirements are fulfilled.

Engage with project teams to gather assets, best practices and guidance from our customers in an effort to integrate and/or improve our methodologies and end customer experience.

Over two years of Microsoft Dynamics AX implementation experience

Extensive experience working in core financials and logistical business processes such as General Ledger, Accounts Receivable, Accounts Payable, Bank and Cash Management, Financial Reporting, Procurement, and Sales and Inventory Management

Experience working with and/or implementing complimentary third-party solutions to AX

AX certifications in Finance preferred.

SCM, Human Resources, Accounting, and Trade and Logistics a plus

Must be able to manage time, prioritize and communicate commitments.

Must have strong client and internal communication skills with experience working in highly collaborative teams.

Must be able to produce specific examples of work product (functional requirements, design, output, test plans, etc.)

Prior consulting organization experience preferred.

Flexibility to travel up to 75%
RoleFunctional Outside Consultant
Industry TypeIT Services & Consulting
Functional AreaIT Software - Client/Server Programming
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :BCA in Computers, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization
PG :M.Tech in Any Specialization, MCA in Computers, MS/M.Sc(Science) in Any Specialization
Doctorate :Doctorate Not Required
Key Skills
AX Functional Consultant user experienceapplication designAX platform scalabilitydata integrity availability visualization feature optimization"|['application design', 'data integrity']|AX Functional Consultant (Finance)|Not Disclosed||M.Tech in Any Specialization, MCA in Computers, MS/M.Sc(Science) in Any Specialization|Doctorate Not Required
138|13|17 days ago|BCA in Computers, B.Tech/B.E. in Any Specialization|5 - 10 years|"Job description
Hybris :

Experience : 4-12yrs

- Any version of Hybris is fine. (5.6, 1808, 1811, 1905)

- Experience in Hybris/SAP Hybris/ SAP Commerce Cloud- .

- At least 2+ years of experience in Hybris eCommerce platform. {Based on their experience level we will consider them as Module Lead / Tech Lead / Architect }

- Experience in either B2B or B2C

- Experience in integration with 3rd party applications like payment gateway, tax, reviews and ratings etc

- Experience in integration with ERP systems for inventory, price, order, order status etc

- Experience in customizing the modules to meet the customer requirements

- Integration with SCPI / Hot Folder

- Exposure to WCMS

Nice to have :

- Headless commerce implementation

- SOLR Search experience

- Back office customization

- CCV1 and CCV2 exposure
RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Tech/B.E. in Any Specialization
Key Skills
SAP ERPSAP Hybris BillingSolrSAP Hybris Commerce CloudSAP Commerce WCMSHybris"|['SAP ERP', 'Solr', 'Hybris']|Hybris Module Lead/Technical Lead - Commerce Cloud/WCMS|Not Disclosed|||
139|112|17 days ago|BCA in Computers, B.Tech/B.E. in Any Specialization|4 - 7 years|"Job description
Job Description for UI Designer

- We are looking for a talented user interface designer with hands-on experience in interaction design.

- The candidate will be responsible to understand our business requirements and any technical limitations, to design and shape unique, user-centric products and experiences.

- The ideal candidate will be working in agile teams, with UX designers, business analysts, developers and technical writers.

- Experience in designing end-to-end digital products. Working in the medical or healthcare domain is an added advantage.

Responsibilities :

- Collaborate with business analysts, UX designers and product team to define and implement innovative solutions for the product direction and visual experience.

- Evaluate brand identity and conduct initial research of industry trends.

- Work along with UX Designer to conceptualize and creating work on wireframes.

- Create high-fi mock-ups and clickable prototypes for presentation and testing.

- Deliver the best in quality user interface for all devices. Define visual elements, product elements, and overall design. (layout, components, colour, typography, images, design theory),

- Have knowledge of designing for accessibility and multi-languages.

- Create comprehensive UI patterns and style guides for development. Evaluate and set best practices and standards.

- Support developers by providing required assets and communicating expected output.

- Communicate design deliverables and prototypes to developers.

- Review developed screens as per designs and closure of defects.

- Establish, follow and promote design guidelines, best practices and standards.

Requirements:

- Minimum 3 years of core UI/UX design experience. Preference will be given to candidates who have experience designing complex solutions for complete digital environments, especially in medical devices or healthcare domain.

- Expertise in UI/UX software's such as Figma, Adobe Photoshop, Illustrator, XD, Balsamiq is a must. Basic understanding of HTML5, CSS3, and JavaScript are a plus.

- Ability to work along with UX designers to understand detailed requirements and design complete user experiences that meet client needs and vision.

- Extensive experience in using UI design principals and best practices to design solutions, and a deep understanding of mobile-first and responsive design.

- Ability to iterate your designs and solutions efficiently and intelligently.

- Ability to clearly and effectively communicate design solutions to teams and clients.

- Be excited about collaborating and communicating closely with teams and other stakeholders via distributed model to regularly deliver design solutions for approval.

- Be willing to help teammates, share knowledge and experience with them, and learn from them.

- Be open to receiving feedback and constructive criticism.

- Be passionate about all things related to UI other areas of design and innovation.

- Showcase UI/UX portfolio and experience.

Educational Qualification:

- Bachelor's/Master's degree and certifications in visual design, interaction design, communications or related field. Experience working in an Agile/Scrum development process is a plus.
RoleHardware Design Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Hardware, Technical Support, Telecom Engineering
Employment TypeFull Time, Permanent
Role CategoryIT Hardware
Education
UG :BCA in Computers, B.Tech/B.E. in Any Specialization
Key Skills
FigmaUXIllustratorAdobe XDPhotoshopUI Design"|['UX', 'Illustrator', 'Photoshop', 'UI Design']|UI/UX Designer - Photoshop/Illustrator/Adobe XD|Not Disclosed|||
140|13|17 days ago|BCA in Computers, B.Tech/B.E. in Any Specialization|3 - 6 years|"Job description
Profile : Magento Developer

Role : Software Developer/ Sr. Software Developer

Location : Gurgaon/Noida

Experience : 2-4 years

Key Requirements :

- Experience in Magento (Magento2 required) development that includes complex catalog/pricing structure; multi-channel support-based design exposure (desktop/handheld devices) would be a plus.

- At least 3 project implementation of building brand new sites(not support maintenance or bug fixes).

- Must possess thorough understanding of Magento 2's overall architecture, designrelated system configuration and theming components.

- Strong Experience with the LAMP stack, MariaDB, MVC and OOPS.

- Good knowledge of relational databases, version control tools and of developing web services.

- Clear understanding of different editions of Magento(Community/Enterprise).

- Working knowledge of front-end web technologies such as HTML5, CSS3, JavaScript, jQuery, PHP, AJAX, Angular JS, etc.

- Must have the ability to modify Magento2 user interfaces according to industry best practices.

- Experience working with third-party Magento extensions.

- Integrating Magento's E-Commerce functionality seamlessly with other backend systems.

- Experience with Magento 2Theme Customization and Scalability of Magento systems would be an advantage.

- Experience with cloud (AWS, MS Azure) deployment is required.

- Understanding of other cloud concepts would be plus
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Tech/B.E. in Any Specialization
Key Skills
AngularJSjQueryeCommerce AppsRDBMSMagentoJavascriptLAMPMagento 2AJAX"|['AngularJS', 'jQuery', 'RDBMS', 'Magento', 'Javascript', 'LAMP', 'AJAX']|Magento Developer - LAMP Stack|Not Disclosed|||
141|74|17 days ago|BCA in Computers, B.Tech/B.E. in Any Specialization|6 - 10 years|"Job description
Position – Java Developer Server Side (Core java,Springboot,Hibernate, microservices)
Technical:
Should be an agile practitioner with an agile mindset; very well versed with all the agile
development ceremonies used to deliver projects. Should be able to defend a project audit
using agile development practices.
Strong hands-on design, coding, and development skills using the below technology stack.
Proficiency in development using specific Java 8 features is expected together with very
strong OOPS knowledge, threads, concurrency and data structures for handling large data
sets. Candidate should have a good understanding of design patterns and integration
patterns and should be able to apply them on projects to develop high quality maintainable
code.
Should be able to visualize the architecture landscape and the system integrated into the
complete ecosystem where data exchange between up/downstream systems takes place.
Be able to create low-level design documents for the implementation of the system to be
developed. Ability to design and implement solutions for scalable systems that are in use
24x7 for business-critical needs.
Coding and implementation of API and Restful service endpoints using microservices
architecture and design principles/patterns for scalable distributed systems using Java Spring
Boot. Should be very familiar with best practices (security, domain model, exception handling,
orchestration, etc.) to implement services and public API to be consumed by direct
customers. Should be exposed to using discovery services tools for publishing and accessing
services, API gateway usage, etc.
Knowledge of cloud services is essential and related to ISAM features for user access
management.
Junit test framework to test all aspects of the implemented code is an absolute must.
Successful test execution is a criterion for checking in code in the code repository.
Should be able to design and implement the persistence layer for storing data in the NoSQL
database by creating the data model. Data extraction logic for fetching data from the DB is
required with an eye for payload.
Knowledgeable of using log files and their structure for tracing the API / services call history
and the transactions performed.
Ability to set up applications for SIT testing across all integration boundaries and ensure a
seamless end-to-end straight-through processing.
The familiarity of using DevOps practices to implement CI/CD using tools such as TeamCity,
GitLab, Pivotal Cloud Foundry (or similar tools) is essential.
Should be very well versed using Jira and Confluence as agile project management tools for
all activities involving agile development.
Should be able to use the sprint backlog feature and create tasks against the user stories in
the sprint.
Estimation for the user stories in the sprint using any relevant story point estimation
techniques.
Sprint closure, retrospective session learnings, and implementation of learnings release
planning.
Team management:
Very strong communication and organization skills to interact with stakeholders (architecture,
environment, security and audit, QA) and setting expectations around solution design. Strong
coordination skills to work with stakeholders across geographies with good and clear
communication skills.
Should demonstrate complete ownership of the backlog items that are prioritized for
implementation during a sprint and release. He/she should have a product mindset to see the
complete feature implemented and right through production deployment and subsequent
support needed to fix and reported defects.
Contact no.- 9354559209
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Tech/B.E. in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
design pattern restful apiCodingOOPS Spring boot NosqlAPI CloudJava 8Microservices architecture"|['Coding', 'OOPS', 'API', 'Microservices']|Java Developer Server Side|Not Disclosed||Any Postgraduate|Doctorate Not Required
142|Less than 10|17 days ago|Any Graduate|4 - 8 years|"Job description
Key Focus area for the individual :

- To look at the various solutions across the company and ensure continuous design and upgrade to the same to make the company a completely digital organization.

- To revamp and re-architect existing solution to a microservices, responsive UI front end

- To integrate with various SaaS solutions and delivery a truly digital infrastructure

- Provide design and solution architecture for projects and upgrades

- Explore and leverage ready to use capability from available SaaS platforms to deliver business functionality

- Applying knowledge of common, relevant architecture frameworks in defining and evaluating application architectures.

- Performing code reviews and providing critical suggestions for fixes and improvements

- Developing and demonstrating a broad set of technology skills in Java technologies, micro service design patterns, Open Source libraries and frameworks, and technology architecture concepts, microservices, cloud, SaaS platforms.

- Should have working knowledge of Agile and Continuous integrate and Continuous Deployment

- Collaborating within a project team comprised of talented employees with diverse and complementary skills

Additional Information :

What we are looking for :

- A proven track record of successful project/product implementation with minimal of 3 years of Continuous Integration, Continuous Delivery, Pair programming and Test Driven Development.

- Experience in building Case Management, Billing or Reporting systems

- Exposure to common SaaS platforms available in the market.

- Experience in having made technology choices in the past keeping business priorities in mind.

- Proficiency in one or more backend languages (Java / Spring / GoLang)

- Proficiency in one or more frontend framework (HTML5 / Angular / React)

- Experience developing on both mobile and web platforms

- Has Hands-on Test-Driven Development experience and able to author Unit, Integration and Functional Tests.

- Good OO-skills. Must demonstrate strong familiarity of design patterns.

- Experience practicing pair programming in a team is an advantage

- Should have experience in AWS and Cloud

- Should ideally have experience in Data Analytics

- Good communication and client-facing skills

Required Qualification :

Graduation - Any Graduate

in Other - Not Required Per/CGPA
RoleSolution Architect / Enterprise Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
AngularJSJavaDesign PatternsSolution DesignSolution Architect Spring TDDMicroservices ArchitectureCI/CDReact.jsData AnalyticsJava GoLang"|['AngularJS', 'Java', 'Design Patterns', 'Solution Design', 'Solution Architect', 'TDD', 'React.js', 'Data Analytics']|Solution Architect - SaaS Platform|Not Disclosed||Any Postgraduate|Doctorate Not Required
143|33|17 days ago|BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization|18 - 20 years|"Job description
18+ years of IT experience with at least 8+ years- experience on Salesforce platform architecting solutions for customers

- Led and designed solutions that would include integrations with other enterprise systems for multiple client engagements

- Led atleast 2 - 3 architecture and consulting engagements working with client to define roadmap

- Expert Level understanding of different Salesforce products - Sales Cloud, Service Cloud, Communities and Salesforce1 platform

- Experience in multiple end to end implementations of Salesforce projects across Sales, Service Cloud, Communities and Salesforce App Cloud

- Experience with building Lightning based applications and understanding of AngularJS and Bootstrap

- Experience in building web service based applications (RESTful and SOAP)

- Experienced in ETL processes, experience using EAI tools

- Expert Level understanding and experience in implementing single signon, web security, Salesforce application security

- Good work experience in implementing salesforce specific design patterns

- Implemented best practices to manage large volume data and work within governor limits

- Product development experience on AppExchange would be added advantage

- Having exposure of running COE for Salesforce.

- Needs to be very good in presales and solutioning

- Extremely strong in customer facing presentations.

- Built solutions and deliver revenue
RoleSolution Architect / Enterprise Architect
Industry TypeIT Services & Consulting
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization
PG :Any Postgraduate
Doctorate :Doctorate Not Required
Key Skills
Salesforce App CloudSalesforce Service CloudLightning Component FrameworkDesign PatternsWebservicesSalesforce IntegrationSFDC Sales CloudSalesforce"|['Design Patterns', 'Webservices', 'Salesforce']|Principal Architect - SFDC Sales Cloud|Not Disclosed||Any Postgraduate|Doctorate Not Required
144|142|17 days ago|BCA in Computers, B.Tech/B.E. in Computers, B.Sc in Computers|3 - 6 years|"Job description
3+years experience as a Database developer
In-depth understanding of data management (e.g. permissions, recovery, security and monitoring)
Knowledge of software development and user interface web applications
Hands-on experience with SQL/Relational Database - MySQL / PostgreSQL
Fluent in English, with excellent oral and written communication skills
(Desired) Experience with Amazon Web Services RDS offering
Familiarity with working on an Agile/Iterative development framework
Self-starter with positive attitude with the ability to collaborate with product managers and developers
BE/B.Tech/MCA/MSc Computer Science or equivalent

Roles and Responsibilities

Design stable, reliable and effective databases
Create, optimize and maintain queries and DB procedures, used in our software applications, as well as data extracts and ETL processes
Exposure to Datawarehouse and OLAP concepts. Any implementation experience in this area is added advantage.
Profile, optimize and tweak queries and routines for optimal performance
Modify and maintain databases, routines, queries in order to ensure accuracy, maintainability, scalability, and high performance of all our data systems
Perform technical troubleshooting to diagnose, isolate and correct data and database issues
Solve database usage issues and malfunctions
Give design recommendations for database functions that meet business operating standards while improving the efficiency of business processes
Liaise with developers to improve applications and establish best practices
Provide data management support for our users/clients
Research, analyze and recommend upgrades to our data systems
Prepare documentation and specifications for all deployed queries/routines/processes
Support the Development and Quality Assurance teams with their needs for database development and access.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - DBA, Datawarehousing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :BCA in Computers, B.Tech/B.E. in Computers, B.Sc in Computers
PG :MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Computers
Doctorate :Doctorate Not Required
Key Skills
MySQLDatabase PostgreSQL"|['Database']|Database Developer – MySQL/PostgreSQL|Not Disclosed||MS/M.Sc(Science) in Computers, MCA in Computers, M.Tech in Computers|Doctorate Not Required
145|236|17 days ago|B.Tech/B.E. in Any Specialization|2 - 4 years|"Job description
Job Responsibilities:
Develop and maintain scalable and robust J2EE applications.
Applying Coding Standards within the project.
Integrate with 3rd party APIs and services.
Work in an agile environment to design and implement new features based on business requirements.
Help other team members in resolving technical issues.
Help with debugging any infrastructure and code related issues in the production environment.
Effectively communicate with team members as well as product management.

Requirements:
Excellent knowledge of Java and JEE internals (Class Loading, Memory Management, Transaction management etc. )
Expertise of OOPs/OOAD Concepts using common design patterns.
Hands on experience in working with Web services, Spring framework.
Basics of JavaScript / jQuery / AJAX and DOM manipulation.
Understanding of Relational databases, SQL and ORM technologies (Hibernate/DAO).
Team Handling, Problem-solving, Work Ethics, and Creativity.
Communicate effectively with both business and technical stakeholders.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :MBA/PGDM in Any Specialization
Doctorate :Doctorate Not Required
Key Skills
Java DeveloperJava AJAX Hibernate Spring Spring bootRelational databasesJavaScript SQL jQuery"|['Java', 'Hibernate', 'Relational databases']|Java Developer|Not Disclosed||MBA/PGDM in Any Specialization|Doctorate Not Required
146|323|17 days ago|B.Tech/B.E. in Any Specialization|5 - 9 years|"Job description
Should have sound knowledge of software test design and test execution methodologies.
Understanding and analyzing the requirements and specifications per the service
requests and product requests.
Place a test harnesses for Automation Testing; by creating Reusable functions, which
improve the robustness, re-usability, and maintainability of their test scripts and that
speeds up the productivity
Architect test automation framework and develop the new test automation libraries
Design, develop and execute the Automated Regression Pack
Implement QA process and Automated testing for all the work streams to improve the
overall testing cycle
Prepare test tool kit that can be used in testing, deployment preparation, and for the
actual deployment testing
Streamline the automated tests for different given qa and uat environments
Feasibility study and having the capability to decide on the testable events
Leverage the automated tests and share the test reports regularly with stake holders
based on defined ETA’s
Prepare issue reports and Interaction with Development team for the resolution.
Strong communication (both verbal & written) and Analytical skills.
Skill Set
Very strong handling experience in managing automation test projects
Expertise and specialization in Selenium built automation framework starting from
scratch to aid with regression and other repeatable tests
Ability to work in a dynamic environment and come up with solutions to meet project
needs
Client facing with strong written and verbal communication.
Must have lead a team of minimum 3 or more automation engineers
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - QA & Testing
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :M.Tech in Any Specialization
Doctorate :Doctorate Not Required
Key Skills
JavaTesting EngineerSeleniumWebdriverautomation engineers"|['Testing Engineer', 'Selenium', 'Webdriver', 'automation engineers']|Testing Engineer_ Immediate To 15 Days|Not Disclosed||M.Tech in Any Specialization|Doctorate Not Required
