|Job Applicants:|Openings:|PG :|Posted:|UG :|experience|job_desc|key_skills|position|salary|Doctorate :
28|16|1|Any Postgraduate|30+ days ago|Any Graduate|4 - 6 years|"Job description
Qualifications
IT Graduate / Post Graduate
4+ years of experience on .net technologies. Should be completely hands on c# and MS SQL, asp.net, WCF and MVC. Some experience on nodeJS and Angular6 is preferable.
Good Experience in various SDLC phases - analysis, design, and software construction
Continuous integration (Jenkins/Team City/Bitucket) and version control (SVN, Bitbucket).
Experience and skills required
Strong knowledge and development experience on asp.net, WCF with experience on MEAN stack and frameworks like express.
Experience on Enterprise projects involving integration between multiple modules and front-end apps and backend services.
Excellent verbal and written communication skills.
Ability to break down large features into smaller components.
Self-starter with ability to take a task to completion independently.
Test driven development needed with 80% unit test coverage using nUnit.
Additional Skills
AngularJS, nodeJS, mongoDb, mySQL is good to have.
Experience with cloud technologies also a plus.
Responsibilities
Understand the user requirement from the requirement documents and create low level classes/modules based on the functional requirements.
Work in line with existing coding guidelines, standards and best practices
Design and develop code based on the standards and guideline.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Key Skills
NUnitMS SQLBackendFront endVersion controlCodingMySQLWCFMVCSDLC"|['NUnit', 'MS SQL', 'Backend', 'Front end', 'Version control', 'Coding', 'MySQL', 'WCF', 'MVC', 'SDLC']|Dot Net Angular Developer - Backend Developer|Not Disclosed|
29|Less than 10|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 8 years|"Job description
We are looking for PHP Captains. Those who have been lieutenants for last 2/3 years in PHP development, it is time to become Captain!
The fields you will be marshalling mainly are TYPO3 development along with CodeIgniter framework WP as refreshment.
You need to have strong PHP basics and OOPS concept.
As a Captain, we expect you to weave your PHP code with HTML/CSS/JS/jQuery.
RoleSoftware Developer
Industry TypeInternet
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
CSSjQueryOOPSJavascriptPHPHTMLCodeigniter frameworkCaptain"|['CSS', 'jQuery', 'OOPS', 'Javascript', 'PHP', 'HTML', 'Codeigniter framework', 'Captain']|PHP Captains|Not Disclosed|
30|47|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 6 years|"Job description
YOUR ROLE
To expand our team we are looking for passionate a PowerBI analyst .
You will be using Microsoft PowerBI (desktop service) to create insightful reports dashboards in the domain of supply chain (sales, inventory, forecasting, costs, etc.)
You will take care of the end-to-end analytics process as part of our data science team from gathering the reports dashboard business requirements, translating it into the technical requirements (data request, ETL, dashboard design), implementing the requirements in Microsoft s PowerBI and communicating the results back as well as analytics automation
You drive continuous improvement of analytics by researching industry leading practices and incorporating it to our company
You are a problem solver, detail-oriented and self-motivated who thrives in a fast-paced, highly dynamic environment, combining technical, product, business and leadership perspectives
You make decisions based on ""best solution"" and not on your ego
W HAT WE LOOK FOR
You enjoy ensuring scalability, performance and release capability in a professionally managed start-up through excellent development, time and time again.
University degree in Maths, Statistics, Econometrics, Computer Science, Engineering or other quantitative disciplines
3-5 years experience in MS PowerBI, in ETL processes scripts, proficiency in MS Excel
Experience with other BI tools, e.g. QlikSense, QlikView or Tableau is a big plus
Scripting languages and tools (e.g. Python, R, SQL) is a plus
Advanced knowledge of supply chain analytics is a big plus
Collaborate with customers as well as product and engineering teams
Exceptional interpersonal and communication skills
Humor and feedback
RoleAssistant Manager/Manager-(NonTechnical)
Industry TypeBPO / Call Centre
Functional AreaITES, BPO, KPO, LPO, Customer Service, Operations
Employment TypeFull Time, Permanent
Role CategoryBack Office/Web/Transaction Processing
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Computer scienceSupply chain managementAutomationQlikViewmicrosoftContinuous improvementEconometricsForecastingAnalyticsSQL"|['Computer science', 'Supply chain management', 'Automation', 'QlikView', 'microsoft', 'Continuous improvement', 'Econometrics', 'Forecasting', 'Analytics', 'SQL']|PowerBI Analyst- m / f / d|Not Disclosed|
31|143|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 5 years|"Job description
Develops engaging, creative, innovative content for regularly scheduled posts, which enlighten audiences and promote brand-focused messages:
Responding to RFP/RFI/RFQ/EOI responses by closely working and coordinating with delivery and sales team
Defines project scope, goals and deliverables that support business goals in collaboration with project team and stakeholders.
Identifies and manages project dependencies and critical path.
Developing communication documents and liaison among audiences (i.e. higher, lower management, project participants, operation vs. staff functions etc.)
Develops and delivers progress reports, proposals, requirements documentation, and presentations ? Effectively communicates project expectations to team members in a timely and clear fashion.
Proactively manages changes in project scope, identifies potential risks, and devises contingency plans and gap analysis.
Identifies and tracks open issues within the project team. Tracks project milestones and deliverables
Responding to RFP/RFI/RFQ/EOI responses by closely working and coordinating with delivery and sales team.
Preparing Business Requirements Documents (BRDs), defining Project plans preparing user stories, use cases, Flow chart, writing system requirement specifications and delivering project/status reports
Complete knowledge of SDLC software development methodologies.
Project documentation and status reporting skills.
Strong Organizational/ Communication skills
Preparing Business Requirements Documents (BRDs), defining Project plans preparing user stories, use cases, Flow chart, writing system requirement specifications and delivering project/status reports.
Solution Preparation as a well-structured and well-designed proposal to present solution based on Customers? Requirements.
Assess impact and feasibility of the solution from business perspective while collaborating with business and technical team.
Assess impact and feasibility of the solution from business perspective while collaborating with business and technical team.
Working with end users and make them understand the solution by providing relevant use cases
Critically evaluate and analyse information gathered from multiple sources to ensure user requests provided address underlying business needs and provide optimal benefit.
Maintain communication history and progress with each client
Must Have :
Flair for understanding new technology
Strong desire to learn, Self-driven and Motivated
The person should be hands on and shall be able to deliver things on own
Good presentation skills
Good interpersonal communication skills
Ability to be an individual contributor.
RoleBusiness Analyst
Industry TypeIT Services & Consulting
Functional AreaIT Software - eCommerce, Internet Technologies
Employment TypeFull Time, Permanent
Role CategorySystem Design/Implementation/ERP/CRM
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Business AnalystPresales"|['Business Analyst', 'Presales']|Business Analyst ( Pre - Sales )|Not Disclosed|
32|16|1|Post Graduation Not Required|30+ days ago|Any Graduate|3 - 5 years|"Job description
Benefits from our automation and manual testing expertise:
Assisting and reviewing development of project scopes, considering resources, and technological constraints including cost estimates with consideration to business impacts and identified risks.
Creating and executing project work plans and revising as appropriate to meet the changing needs and requirements.
Defining project scope and giving clear instructions to design and development team.
Clarifying and communicating project objectives and success criteria to team.
Identifying resources needed and assigning individual responsibilities.
Assuring that projects are completed according to schedule and within budget.
Reviewing deliverables prepared by team before passing to Account Managers.
Ensuring that project documents are complete, current, and stored appropriately.
Defining project scope and giving clear instructions to design and development team.
Clarifying and communicating project objectives and success criteria to team.
Identifying resources needed and assigning individual responsibilities.
Assuring that projects are completed according to schedule and within budget.
Must Have :
Defining project scope and giving clear instructions to design and development team.
Clarifying and communicating project objectives and success criteria to team.
Identifying resources needed and assigning individual responsibilities.
Assuring that projects are completed according to schedule and within budget.
Reviewing deliverables prepared by team before passing to Account Managers.
Ensuring that project documents are complete, current, and stored appropriately.
Defining project scope and giving clear instructions to design and development team.
Clarifying and communicating project objectives and success criteria to team.
Identifying resources needed and assigning individual responsibilities.
Assuring that projects are completed according to schedule and within budget.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Java Developer"|[]|Senior Java Developer|Not Disclosed|
33|26|1|Post Graduation Not Required|30+ days ago|Any Graduate|2 - 5 years|"Job description
Job Role:
As a software developer, you?ll be the brain behind crafting, developing, testing, going live and maintaining the system.
You are passionate in understanding the business context for features built to drive better customer experience and adoption.
Responsibilities:
Familiar with the software development life cycle (SDLC) from analysis to deployment.
Comply with coding standards and technical design.
Believes in systematic approach to developing the system through clear documentation (flowcharts, layouts, etc) of functionality, address every use case through creative solutions.
Adapts structured coding styles for easy review, testing and maintainability of the code.
Integrate the developed functionality and/or component into a fully functional system.
Ensure unit and integration level verification plan are in place and adheres to great quality of code at all time.
Active participate in troubleshooting, debugging and updating current live system.
Verify user feedback in making system more stable and easy.
Work closely with analysts, designers and other peer developers.
Preparing technical training documents for onboarding new engineers
Requirements:
Bachelor?s degree in computer science or equivalent practical experience.
2+ years of experience as Software Engineer or Software Developer or in a relevant role.
Understanding of OOPS concepts, Persistence, Threading.
Proficient in Java, C++, Ruby on Rails or other programming languages.
Hands-on with SQL or NoSQL database.
Competent with developing web apps in popular web frameworks (ASP .Net, JQuery, Apache Wicket, JavaServer Faces (JSF) Spring MVC etc,).
Knowledgeable in data structures and algorithms.
Experience with open-source projects.
Experience in designing interactive applications.
A background in Engineering with sound oral and written communication skills.
Prior experience with AWS, Azure, Google or Openstack will be a plus.
RoleSoftware Developer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
DjangoTesting"|['Django', 'Testing']|Django Developer|Not Disclosed|
34|27|1|Post Graduation Not Required|30+ days ago|Any Graduate|4 - 6 years|"Job description
Responsibilities:
Obtaining referrals and pre-authorizations as required for procedures Submit billing data to insurance providers
Work claims and claim denials to ensure maximum reimbursement for services provided
Perform Medicare / Medical reviews and audits
Implement, maintain and report on programs initiated by the practice
Perform posting charges and completion of claims to payers in a timely fashion
Checking eligibility and benefits verification for treatments, hospitalizations, and procedures.
Reviewing patient bills for accuracy and completeness
Preparing, reviewing, and transmitting claims using billing software, including electronic and paper claim processing
Skills:
Expertise on US healthcare process Payment posting Charge and demo entry Claim submission Payer edits and rejections
Qualification: Any graduate with experience of Medical Billing.
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Telecom Software
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Job-Medical Biller-reputed medical company-ChennaiTamil NaduINDIA-upto 2 LPA-Chitra"|[]|Medical Biller|Not Disclosed|
35|56|1|Post Graduation Not Required|30+ days ago|Any Graduate|4 - 7 years|"Job description
Job Description
Responsible for a managing large size and complex project(s)
Responsible for managing team of 5-7 person and reporting to the Project-in-charge
Deliver complete, accurate and coordinated documentation on projects with aggressive schedules.
Develop solutions to technical and design problems.
Prepare and modify architectural and interior documents (plans, elevations, sections, details, etc.) as directed by project designer utilizing CAD and Building Information Modeling (BIM) software.
Strong verbal and written communication skills.
Proficiency in AutoCAD, Sketchup and Revit preferable (including modeling and documentation) skills will be an advantage.
Basic knowledge of Architectural Interior building systems.
Ability to meet deadlines.
Effective organizational collaboration skills.
Interpret sketches, drawings, codes, building program and other similar material
Interpret and apply building codes, and requirements of regulatory agencies
Coordinate building systems (structural, mechanical, electrical, etc.) and associated documentation including clash detection within the BIM model
Coordinate civil engineering work as it relates to the building design
Conduct field observation and report progress of construction
Review shop drawings and submittals, respond to RFIs, prepare site observation reports, and other contract administration tasks
Understanding of Sustainable Design principles and climate responsive Architecture
Lead project coordination and site meetings with internal team members and/or external consultants, owner and contractor and sub-contractors
Ensures that work conforms to project budget, schedule, and overall work planning
Assist and or lead in proposal development
Should have ability tohand sketch and communicate concepts and ideas to others effectively
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Telecom Software
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
ArchitectArchitecture"|['Architect', 'Architecture']|Senior Architect|Not Disclosed|
36|49|1|Post Graduation Not Required|30+ days ago|Any Graduate|1 - 3 years|"Job description
Job Description :
1 to 3 years of Exp. in IT Industry
Should possess Excellent writing and editing skills in English
Must have work experience as a Content Writer in IT Company
Creative Content Writer
Researching industry-related topics
Writing clear marketing content to promote our products/services
Coordinate with marketing and design teams to illustrate articles
Conduct simple keyword research and use SEO guidelines to increase web traffic
Identify customers? needs and gaps in our content and recommend new topics
Qualification : B.E., B.Tech,M.E, M.Tech, MCA, MSC (IT), MBA(IT)
  RoleContent Developer
Industry TypeIT Services & Consulting
Functional AreaJournalism, Editing, Content
Employment TypeFull Time, Permanent
Role CategoryContent Development
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Content Writer (Full Time/ Part Time)"|[]|Content Writer|Not Disclosed|
37|149|1|Post Graduation Not Required|30+ days ago|Any Graduate|8 - 10 years|"Job description
Hands-on experience in any Oracle PL/SQL.
Experience in Apex/Forms will be an added advantage.
Should be expert solution provider.
Project management with experience in handling multiple customers.
Work independently in a fast-paced manner and also manage team.
Strong experience in client interaction and requirement gathering are mandatory.
Willing to travel.
RoleTeam Lead/Technical Lead
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Team managementProject managementPLSQLClient interactionBudgetingApex"|['Team management', 'Project management', 'PLSQL', 'Client interaction', 'Budgeting', 'Apex']|PLSQL Lead|Not Disclosed|
38|Less than 10|1|Post Graduation Not Required|30+ days ago|Any Graduate|5 - 9 years|"Job description
5 7 years of strong web experience with Java/J2EE/API Development
Should have worked on Front-End : HTML/CSS ,Angular JS, JavaScript
Should have worked on Spring 4 + [Spring Boot , Spring Core , Spring DAO, Spring Web, Spring Mongo, Spring Security
Good to have Database technologies like MongoDB and Relational Database (MYSQL, POSTGRES, SQL Server etc.).
Good to have working experience in Development of services
Experience in Github
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Post Graduation Not Required
Key Skills
Java Full Stack"|[]|Java Full Stack|Not Disclosed|
39|46|1|CA in CA|30+ days ago|Any Graduate|6 - 8 years|"Job description
Oracle Apps Functional Finance
Should have around 6 years of relevant experience in Oracle Applications
Good experience on modules Financials (GL, AP, AR, FA and CM)
Additional Modules like iExp, projects property modules is added advantage
ICWA/CA/Financial educational background
Excellent working Knowledge in R12
Fusion Knowledge is added advantage
Support Implementation experience is mandatory
Should involve in handling period close process customization etc
Should be able to interact with customer for understanding requirement deliver independently
Manage Deliver within SLA
Experience: 6-8 Years
RoleSoftware Developer
Industry TypeRecruitment / Staffing
Functional AreaIT Software - ERP, CRM
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :CA in CA
Key Skills
ICWAFinanceOracle apps functionalManagement"|['ICWA', 'Finance', 'Oracle apps functional', 'Management']|Oracle Apps Functional Finance|Not Disclosed|
40|Less than 10|1|MCA in Computers|28 days ago|B.Tech/B.E. in Any Specialization|2 - 6 years|"Job description
Required Candidate profile
Hands on experience with designing and developing responsive, scalable and secure Frontend/Backend applications and services.
Proficiency with nodejs, react frameworks.
Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.
Familiarity with database technology such as MySQL, MongoDB, MQs.
Some familiarity with cloud providers (AWS).
CI/CD and dev ops best practices.

(Desirable but not mandatory experience)Some knowledge of video streaming, conversion pipeline & Some knowledge of Automated QC and writing/designing test cases would be a plus.


Desired Candidate Profile
Motivated and logically sound candidates with an entrepreneural spirit willing to take the responsibility of not just writing good code but having a solution mindset while building a software product. Candidates, who at every step, are curious as to why we are doing something rather than just how to go about it. Hands on coding experience with SOA development and fast learners who are willing to put in the effort to learn new skills and processes that help solve some interesting problems in the Dairy tech space.

Perks and Benefits
We think of our work as the reward - bringing the most cutting edge technology to the agriculture sector catering to millions of livestock farmers and intermediaries. We will be an equal opportunity workplace with no biases besides high level of passion and performance. Looking forward to welcoming you as the foundational team.

RoleSoftware Developer
Industry TypeAgriculture / Forestry / Fishing
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :B.Tech/B.E. in Any Specialization
PG :MCA in Computers
Key Skills
CSSMySQLJavascript
JavaFront EndGoMongoDBFlutterAndroid SDK
Skills highlighted with ‘‘ are preferred keyskills"|['CSS', 'MySQL', 'Javascript', 'Java', 'Front End', 'Go', 'MongoDB', 'Android SDK']|Full Stack Developer|Not Disclosed|
41|93|||28 days ago|Any Graduate|8 - 13 years|"Job description
The Incident Response (IR) Lead manages a team of experts with diverse skill sets including Security Operations Center (SOC), Forensics, and technical Subject Matter Expert (SME) advisory. The IR Lead is specifically tasked with managing all aspects of an Incident Response engagement to include incident validation, monitoring, containment, log analysis, system forensic analysis, and reporting. The Incident Response Lead is also responsible for building the relationship with the client and clients counsel and ensuring the engagements objectives and expectations are met and executed successfully as documented in the statement of work. You will leverage a solid foundation of technical expertise in Cybersecurity, Incident Response, and Digital Forensics to successfully execute your responsibilities.
ROLES AND RESPONSIBILITIES
Accurately collects information from the client concerning the incident to include but not be limited to the client’s environment, size, technology, and security threats. In addition, the IR Lead is responsible for capturing all client’s expectations and objectives throughout the engagement to ensure successful delivery.
The main point of contact manages and participates in all communications with the client and the client’s counsel during the engagement. The IR Lead sets the cadence for communications.
Management and Coordination of all technical efforts for the IR engagement to drive the process forward through; tool deployment, ransomware decryption, restoration, and recovery efforts, system rebuilds, system, application, and network administration tasks.
Coordinates with the Ransom Specialist when ransom negotiations are needed. Ensures updates regarding ransom status are delivered to the client and counsel in a timely fashion.
Manages and coordinates the onsite efforts with the Onsite Lead or team ensuring they understand and can execute the objectives for the onsite work. Additional responsibilities with onsite efforts include ensuring communications are frequent and getting the daily onsite update communicating these back to the IR Director and/or IR Ops Associate for their Tiger Team.
Ensures the Forensic Lead is coordinating the collection of data necessary for the investigation.
Ensures SentinelOne is deployed on time and adding value.
Communicates with sales when appropriate for SentinelOne, provide client contact.
Communicates in tandem with the Forensic Lead pertinent findings to the client during the investigation.
Follows up with the SOC Lead on SentinelOne alerts and encourages/coordinates client participation with the product.
Accountable for final report review, ensuring the report is accurate, professional, and meets the objective of client counsel.
Other duties as assigned.
DISCLAIMER
The above statements are intended to describe the general nature and level of work being performed. They are not intended to be an exhaustive list of all responsibilities, duties, and skills required personnel so classified.
SKILLS AND KNOWLEDGE
Experience leading scoping calls
Strong background and practical hands-on experience with Windows or Linux System and Network Administration, Security DevOps, Incident Response and Digital Forensics, or Security Engineering
Practical experience performing in a functional role including but not limited to one or more of the following disciplines; computer forensics, Incident Response, data analytics, Security Operations, and Engineering, Digital Investigations
Possesses strong verbal and written communication skills
JOB REQUIREMENTS
Bachelor's degree in Computer Science, Computer Engineering, Information Assurance, Forensic Sciences, or related technical field; Graduate degree preferred
10+ years experience leading full-cycle incident response investigations and communicating with the client/counsel/carriers
Must be eligible to work in the US without sponsorship
WORK ENVIRONMENT
While performing the responsibilities of this position, the work environment characteristics listed below are representative of the environment the employee will encounter: Usual office working conditions. Reasonable accommodations may be made to enable people with disabilities to perform the essential functions of this job.
PHYSICAL DEMANDS
No physical exertion is required.
Travel within or outside of the state.
Light work: Exerting up to 20 pounds of force occasionally, and/or up-to 10 pounds of force as frequently as needed to move objects.
TERMS OF EMPLOYMENT
Salary and benefits shall be paid consistent with Arete's salary and benefit policy.
FLSA OVERTIME CATEGORY
Job is exempt from the overtime provisions of the Fair Labor Standards Act.
DECLARATION
The Arete Incident Response Human Resources Department retains the sole right and discretion to make changes to this job description. Any employee making changes unauthorized by the Human Resources Department will be subject to disciplinary action up to and including termination.
EQUAL EMPLOYMENT OPPORTUNITY
We’re proud to be an equal opportunity employer- and celebrate our employees’ differences, regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status. Different makes us better. Roles and Responsibilities


Desired Candidate Profile


Perks and Benefits


RoleTeam Lead/Technical Lead
Industry TypeIT Services & Consulting
Functional AreaIT Software - Network Administration, Security
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Incident ResponseLog AnalysisNetworkingSOCDisciplinary ActionSecurity EngineeringComputer ForensicsHRNetwork AdministrationData Analytics"|['Log Analysis', 'Networking', 'SOC', 'Disciplinary Action', 'Computer Forensics', 'HR', 'Network Administration', 'Data Analytics']|Incident Response Lead|Not Disclosed|
42|469|||28 days ago|Any Graduate|2 - 5 years|"Job description
SUMMARY
The Forensic Analyst role supports the Forensic Lead and Senior Analyst on active projects assigned to them on the respective Tiger Team. The Forensic Analysis performs triage level analysis independently on data collections (e.g., Skadi, SentinelOne, Logs, etc.) and more deep-dive advanced analysis under the direction and guidance of a Senior Analyst or Forensic Lead. The Forensic Analyst will contribute findings for the final report under the direction of the Forensic Lead or Senior Analyst.
ROLES AND RESPONSIBILITIES
Providing daily updates to Senior Forensic Analysts and Forensic Lead.
Escalating questions and issues to your Forensic Lead.
The analyst will help keep track of project hours and will map their hours in the Master Planner so the Forensic Lead can allocate projects effectively.
Investigate breaches leveraging forensics tools including Encase, FTK, X-Ways, SIFT, Splunk, and custom investigation tools to determine the source of compromises and malicious activity that occurred in client environments. The candidate should be able to perform forensic analysis on:
Host-based such as Windows, Linux, and Mac OS X.
Firewall, web, database, and other log sources to identify evidence and artifacts of malicious and compromised activity.
Cloud-based platforms such as Office 365, Google, Azure, AWS, etc.
Perform analysis on identified malicious artifacts.
Contribute to the curation of threat intelligence related to breach investigations.
Excellent verbal and written communication and experience presenting technical findings to a wide audience of varying technical expertise.
Be responsible for integrity in analysis, quality in client deliverables, as well as gathering caseload intelligence.
Responsible for developing the forensic report for breach investigations related to ransomware, data theft, and other misconduct investigations.
Must also be able to manage multiple projects daily.
Help keep track of project hours and will map their hours in the Master Planner so the Forensic Lead can allocate projects effectively.
Ability to work greater than 40 hours per week as needed.
Other duties as assigned.
DISCLAIMER
The above statements are intended to describe the general nature and level of work being performed. They are not intended to be an exhaustive list of all responsibilities, duties, and skills required personnel so classified.
SKILLS AND KNOWLEDGE
Must have at least 2 to 5 years of incident response or digital forensics experience with a passion for cybersecurity (consulting experience preferred).
Proficient with host-based forensics, network forensics, malware analysis, and data breach response.
Experienced with EnCase, Axiom, X-Ways, FTK, SIFT, ELK, Redline, Volatility, and open-source forensic tools.
Experience with common scripting or programming language, including Perl, Python, Bash, or PowerShell.
JOB REQUIREMENTS
Experience in a security professional services consulting firm.
One or more Digital Forensic and Incident Response Certifications such as GCFE, GCFA, GNFA, GCTI, GREM, CHFI, CCE, CFC, EnCE, and CFCE.
BA/BS or MS degree in an IT, Cyberrelated field.
WORK ENVIRONMENT
While performing the responsibilities of this position, the work environment characteristics listed below are representative of the environment the employee will encounter: Usual office working conditions. Reasonable accommodations may be made to enable people with disabilities to perform the essential functions of this job.
PHYSICAL DEMANDS
No physical exertion is required.
Travel within or outside of the state.
Light work: Exerting up to 20 pounds of force occasionally, and/or up to 10 pounds of force as frequently as needed to move objects.
TERMS OF EMPLOYMENT
Salary and benefits shall be paid consistent with Arete's salary and benefit policy.
FLSA OVERTIME CATEGORY
Job is exempt from the overtime provisions of the Fair Labor Standards Act.
DECLARATION
The Arete Incident Response Human Resources Department retains the sole right and discretion to make changes to this job description. Any employee making changes unauthorized by the Human Resources Department will be subject to disciplinary action up to and including termination.
EQUAL EMPLOYMENT OPPORTUNITY
We’re proud to be an equal opportunity employer- and celebrate our employees’ differences, regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or veteran status. Different makes us better. Roles and Responsibilities


Desired Candidate Profile


Perks and Benefits


RoleSystem Analyst
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
Key Skills
Incident ResponseMalware AnalysisNetworkingLinuxDigital ForensicsThreat IntelligencePerlBashFtkSplunk"|['Malware Analysis', 'Networking', 'Linux', 'Digital Forensics', 'Perl', 'Bash', 'Splunk']|Forensic Analyst|Not Disclosed|
43|32|||28 days ago|Any Graduate|1 - 2 years|"Job description
Job Duties Include:

• To be an integral part of a team collaborating with all level to ensure smooth and timely execution of the delivery and maintain productivity within SLA

• To daily create and update the information about the companies & research institutions in the database

To work as a reliable and effective member of the Organization master team

Skills:

• Good interpersonal skills.

• Good oral and written communication skills.

• A good team player with the ability to work on their initiative.

Qualifications:

• Educated to basic degree level

• Enthusiastic and energetic self-starter

Good communication skills
RoleIT/Technical Content Developer
Industry TypeIT Services & Consulting
Functional AreaJournalism, Editing, Content
Employment TypeFull Time, Temporary/Contractual
Role CategoryContent Development
Education
UG :Any Graduate
Key Skills
Communication SkillsSLAManagement Skills"|['Communication Skills', 'SLA', 'Management Skills']|Content Analyst (Contract)|Not Disclosed|
44|1632|5|Any Postgraduate|28 days ago|Any Graduate|3 - 8 years|"Job description
Greetings from RNTBCI!!!


Renault Nissan Technical Business Center India (RNTBCI) located at Mahindra World City, in Chengalpattu, Chennai is one of Nissan and Renault's Global Technical and Development Center. This unit is engaged in shared product development services for Renault and Nissan entities worldwide.


TITLE: Sr. Engineer / Assistant Manager Testing
Location: Chennai, India
Employment type: Full time
Notice Period – Immediate to 30 days


Job description –
EXP: 3 to 9 years’ experience


Manual Testing•
Understand Test requirements and prepare test objectives and detailed test cases
Execute Test cases and prepare reports
Review defects and participate in defect discussion meetings
Prepare and circulate Test execution summary report on daily and weekly basis for each milestone
Design functional and system test cases
Identifies and resolves review defects until closure
Automation Testing:
Design automation framework, Tool identification
Able to develop test scripts for Web, Angular – (Selenium, Cucumber)
Test execution of automation scripts and pipeline integration
Knowledge in running scripts from Cloud environment


Mandatory:
Automation
Selenium
Protractor


If you are interested in the above-mentioned specification, request you to share the below asked information and forward the same to lakshmi-priya.ramachandran-extern@rntbci.com along with your updated resume.


Total Work Experience [Years]:
Relevant Experience [ Mention in detail]:
Experience in Automation Testing:
Experience in Selenium:
Experience in Protractor:
Team size handling:
Current CTC:
Expected CTC:
Notice Period:
Qualification :
D.O.B:
Current Location :
Native Location:
Interested in relocation to Chennai [ Yes / No]:
Current Company:
Current Designation:
Holding any offer currently [Yes/No]:
Applied for the same positions before [if Yes when?]:
Reason for Job Change:


If you are not interested, request you to forward this mail to any your friends, colleagues, ex colleagues, peers, ex peers...
Awaiting your reply

Regards,
Lakshmi Priya R
Sr. HR Recruiter
Renault Nissan Technology Business Centre India.
Email @: lakshmi-priya.ramachandran-extern@rntbci.com
RoleTesting Engineer
Industry TypeIT Services & Consulting
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG :Any Graduate
PG :Any Postgraduate
Doctorate :Any Doctorate
Key Skills
Automation TestingProtractorSelenium"|['Automation Testing', 'Protractor', 'Selenium']|Testing - RNTBCI|Not Disclosed|Any Doctorate
